pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Toronto St. Michael\'s Majors,8,-23,18,OHL,47,1998-99,17,10
20,Toronto St. Michael\'s Majors,20,-9,35,OHL,59,1999-00,18,15
19,Toronto St. Michael\'s Majors,24,10,45,OHL,68,2000-01,19,21
20,Toronto St. Michael\'s Majors,51,47,89,OHL,66,2001-02,20,38
34,Toledo Storm,32,0,59,ECHL,71,2002-03,21,27
23,Grand Rapids Griffins,10,0,15,AHL,64,2003-04,22,5
59,Grand Rapids Griffins,23,10,41,AHL,79,2004-05,23,18
61,Grand Rapids Griffins,28,18,48,AHL,74,2005-06,24,20
44,Grand Rapids Griffins,23,0,49,AHL,65,2006-07,25,26
4,Portland Pirates,2,-2,4,AHL,12,2008-09,27,2
12,Portland Pirates,21,1,31,AHL,52,2010-11,29,10
6,Rochester Americans,5,6,12,AHL,32,2012-13,31,7
10,Rochester Americans,5,-7,10,AHL,25,2013-14,32,5
2,Rochester Americans,6,-6,13,AHL,38,2014-15,33,7
