pim,team,assists,plus_minus,points,league,games_played,year,age,goals
36,Cornwall Royals,2,0,6,QMJHL,7,1978-79,17,4
48,Cornwall Royals,20,0,28,QMJHL,18,1979-80,18,8
6,Cornwall Royals,0,0,2,M-Cup,5,1979-80,18,2
27,Cornwall Royals,15,0,35,QMJHL,19,1980-81,19,20
0,Cornwall Royals,7,0,8,M-Cup,5,1980-81,19,1
10,Fredericton Express,3,0,4,AHL,9,1982-83,21,1
23,Fredericton Express,2,0,6,AHL,7,1983-84,22,4
10,Fredericton Express,1,0,1,AHL,5,1984-85,23,0
14,Fredericton Express,0,0,0,AHL,2,1987-88,26,0
26,Milwaukee Admirals,5,0,7,IHL,11,1988-89,27,2
