year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,17,9,42,21,0,ON-Jr.A,45,St. Michael\'s Buzzers,30
1993-94,18,2,64,8,0,H-East,36,Merrimack College,10
1994-95,19,4,42,10,0,H-East,37,Merrimack College,14
1995-96,20,10,68,15,0,H-East,32,Merrimack College,25
1996-97,21,4,68,12,0,H-East,31,Merrimack College,16
1996-97,21,0,9,0,0,AHL,3,Adirondack Red Wings,0
1997-98,22,2,151,18,12,AHL,60,Beast of New Haven,20
1998-99,23,2,154,7,-10,AHL,60,Beast of New Haven,9
1999-00,24,4,47,6,12,AHL,23,Louisville Panthers,10
2000-01,25,0,21,1,-3,AHL,8,Louisville Panthers,1
2001-02,26,3,90,5,3,AHL,30,Wilkes-Barre Scranton Pens,8
2002-03,27,0,27,4,-4,AHL,18,Cleveland Barons,4
2003-04,28,4,103,4,10,AHL,53,2 Teams,8
2003-04,28,3,99,4,7,AHL,42,Hartford Wolf Pack,7
2003-04,28,1,4,0,3,AHL,11,Binghamton Senators,1
2004-05,29,0,0,2,0,Slovenia,2,ZM Olimpija Ljubljana,2
2004-05,29,0,37,0,0,Interliga,3,ZM Olimpija Ljubljana,0
