year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1973-74,17,21,110,20,0,ON-Jr.B,65,London Squires,41
1974-75,18,34,123,52,0,OMJHL,69,London Knights,86
1975-76,19,17,55,19,0,OMJHL,40,London Knights,36
1976-77,20,53,138,33,0,IHL,77,Fort Wayne Komets,86
1977-78,21,2,5,1,0,CHL,6,Fort Worth Texans,3
1978-79,22,3,6,1,0,CHL,4,Oklahoma City Stars,4
1980-81,24,0,6,1,0,DN-Cup,2,Minnesota North Stars,1
1980-81,24,3,5,2,0,CHL,3,Oklahoma City Stars,5
1981-82,25,12,32,9,0,CHL,21,Cincinnati Tigers,21
1982-83,26,9,53,21,0,AHL,72,Sherbrooke Jets,30
1983-84,27,4,59,15,0,AHL,54,St. Catharines Saints,19
