average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,21,0,0,0,1,0,0,0,0,1970-71,BOS,0,0,[],0.0,,2
,41,2,2,NHL,22,14,60,-12,111,10,4,0,11,1971-72,TOT,16,25,[],14.4,,68
,2,0,0,NHL,22,2,6,2,2,0,0,0,0,1971-72,BOS,0,2,[],0.0,,11
,39,2,2,NHL,22,12,54,-14,109,10,4,0,11,1971-72,CGS,16,23,[],14.7,,57
,34,3,0,NHL,23,15,58,-23,157,8,3,1,7,1972-73,CGS,11,23,[],7.0,,56
,56,2,0,NHL,24,23,22,-51,220,23,2,0,8,1973-74,CGS,25,31,[],11.4,,0
,67,1,0,NHL,25,35,54,-3,195,18,6,0,8,1974-75,CBH,24,43,[],12.3,,0
,62,4,0,NHL,26,23,33,-23,178,23,5,0,11,1975-76,CBH,28,34,[],15.7,,78
,62,4,0,NHL,27,28,40,-15,164,20,4,0,10,1976-77,CBH,24,38,[],14.6,,0
,80,2,0,NHL,28,31,34,-3,242,25,10,0,14,1977-78,CBH,35,45,[],14.5,,80
,78,4,0,NHL,29,35,31,8,225,21,14,0,8,1978-79,TOT,35,43,[],15.6,,79
,64,4,0,NHL,29,30,25,7,192,19,10,0,5,1978-79,CBH,29,35,[],15.1,,66
,14,0,0,NHL,29,5,6,1,33,2,4,0,3,1978-79,ATF,6,8,[],18.2,,13
,67,5,0,NHL,30,22,34,-2,203,26,6,0,13,1979-80,TOT,32,35,[],15.8,,79
,40,2,0,NHL,30,17,20,-1,121,15,1,0,7,1979-80,ATF,16,24,[],13.2,,52
,27,3,0,NHL,30,5,14,-1,82,11,5,0,6,1979-80,VAN,16,11,[],19.5,,27
,59,3,0,NHL,31,24,34,-12,195,17,9,0,9,1980-81,VAN,26,33,[],13.3,,72
,73,4,0,NHL,32,22,45,-17,202,23,10,0,18,1981-82,VAN,33,40,[],16.3,,78
,55,1,1,NHL,33,27,26,-15,136,11,6,0,10,1982-83,TOT,18,37,[],13.2,,72
,25,1,0,NHL,33,12,12,-9,74,2,3,0,8,1982-83,VAN,5,20,[],6.8,,39
,30,0,1,NHL,33,15,14,-6,62,9,3,0,2,1982-83,DET,13,17,[],21.0,,33
,83,4,0,NHL,34,32,20,3,185,23,12,0,16,1983-84,DET,35,48,"[{'link': '/awards/voting-1984.html#AS', 'name': 'AS-12'}]",18.9,,75
,49,3,0,NHL,35,18,16,-25,104,8,11,0,12,1984-85,DET,19,30,[],18.3,,75
