power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
1,8,6,1,NHL,1974-75,25,4,CBH,,2,2,-1,0,18,,,22.2,3
0,4,1,0,NHL,1975-76,26,0,CBH,,1,0,-4,0,8,,,0.0,0
0,2,1,0,NHL,1976-77,27,0,CBH,,1,0,-1,0,1,,,0.0,0
0,4,2,0,NHL,1977-78,28,0,CBH,,2,2,-2,0,7,,,0.0,0
0,2,2,0,NHL,1978-79,29,0,ATF,,2,2,-2,0,6,,,0.0,0
0,4,2,0,NHL,1979-80,30,0,VAN,,2,0,1,0,7,,,0.0,0
0,1,2,0,NHL,1980-81,31,1,VAN,,1,0,2,0,2,,,50.0,1
3,17,11,1,NHL,1981-82,32,8,VAN,,3,4,-2,0,34,,,23.5,5
0,4,5,0,NHL,1983-84,34,0,DET,,5,4,1,0,11,,,0.0,0
0,2,1,0,NHL,1984-85,35,0,DET,,1,0,-4,0,5,,,0.0,0
