pim,team,assists,plus_minus,points,league,games_played,year,age,goals
59,Sherbrooke Castors,11,0,19,QMJHL,23,1977-78,17,8
93,Sherbrooke Castors,31,0,37,QMJHL,70,1978-79,18,6
165,Sherbrooke Castors,57,0,68,QMJHL,65,1979-80,19,11
193,Adirondack Red Wings,30,0,37,AHL,76,1980-81,20,7
140,Adirondack Red Wings,27,0,38,AHL,64,1981-82,21,11
137,Adirondack Red Wings,44,0,57,AHL,80,1982-83,22,13
208,Adirondack Red Wings,30,0,39,AHL,77,1983-84,23,9
154,2 Teams,19,0,27,AHL,75,1984-85,24,8
2,Adirondack Red Wings,0,0,0,AHL,3,1984-85,24,0
152,Nova Scotia Oilers,19,0,27,AHL,72,1984-85,24,8
142,Sherbrooke Canadiens,23,0,30,AHL,67,1985-86,25,7
4,Saginaw Generals,0,0,0,IHL,2,1985-86,25,0
182,Sherbrooke Canadiens,37,0,44,AHL,76,1986-87,26,7
114,CSG Grenoble,16,0,26,France,40,1988-89,28,10
58,Windsor Papetiers,4,0,5,QSPHL,12,1996-97,36,1
