giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
29,NHL,66,2,21,8,199,124,24,7,3,929,SJS,17,27.3,[],8.1,9,14,-4,10,3,0,2013-14,45,14:05,1,16,0,11
36,NHL,72,1,22,1,221,135,27,24,3,1098,SJS,38,0.0,[],7.4,9,17,-12,10,0,0,2014-15,38,15:15,1,20,1,13
27,NHL,67,1,23,6,151,90,17,33,1,882,SJS,17,25.0,[],8.9,6,9,-8,8,2,2,2015-16,33,13:10,0,10,0,8
18,NHL,59,1,24,4,129,85,13,40,0,881,TOT,28,33.3,[],8.2,7,6,-12,7,2,0,2016-17,34,14:55,0,8,1,5
4,NHL,16,0,24,2,37,24,2,22,0,195,SJS,8,0.0,[],0.0,0,2,-3,0,0,0,2016-17,8,12:13,0,4,0,2
14,NHL,43,1,24,2,92,61,11,18,0,685,COL,20,50.0,[],11.5,7,4,-9,7,2,0,2016-17,26,15:56,0,4,1,3
