pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Switzerland,1,0,1,EJC-A,6,1997-98,17,0
64,HC Fribourg-Gotteron Jr.,6,0,17,Swiss-Jr.,22,1998-99,18,11
0,HC Fribourg-Gotteron,0,0,0,EuroHL,6,1998-99,18,0
14,HC Fribourg-Gotteron,0,0,0,Swiss,38,1998-99,18,0
2,Switzerland,1,0,2,WJC-A,6,1998-99,18,1
16,HC Fribourg-Gotteron Jr.,1,0,1,Swiss-Jr.,2,1999-00,19,0
10,HC Fribourg-Gotteron,6,0,9,Swiss,44,1999-00,19,3
8,Switzerland,0,-8,0,WJC-A,7,1999-00,19,0
2,EHC Visp,0,0,0,Swiss-2,2,1999-00,19,0
44,HC Fribourg-Gotteron,10,0,20,Swiss,44,2000-01,20,10
43,Switzerland,1,-4,1,WC-A,6,2000-01,20,0
50,Springfield Falcons,11,-17,13,AHL,66,2001-02,21,2
27,Springfield Falcons,4,-10,7,AHL,64,2002-03,22,3
0,Switzerland,1,1,2,WC-A,6,2002-03,22,1
65,Springfield Falcons,10,-22,21,AHL,74,2003-04,23,11
4,Switzerland,1,1,1,WC-A,7,2003-04,23,0
51,HC Geneve-Servette,12,0,19,Swiss,34,2004-05,24,7
0,Switzerland,0,3,0,Oly-Q,3,2004-05,24,0
8,Switzerland,0,-2,1,WC-A,7,2004-05,24,1
38,HC Geneve-Servette,14,0,22,Swiss,43,2005-06,25,8
0,Switzerland,2,-1,2,Olympics,6,2005-06,25,0
4,Switzerland,1,-4,3,WC-A,6,2005-06,25,2
72,HC Geneve-Servette,20,0,33,Swiss,41,2006-07,26,13
6,Switzerland,1,0,2,WC-A,7,2006-07,26,1
46,HC Geneve-Servette,24,0,35,Swiss,48,2007-08,27,11
6,Switzerland,2,-3,2,WC-A,7,2007-08,27,0
97,HC Geneve-Servette,20,0,31,Swiss,48,2008-09,28,11
6,Switzerland,0,-3,0,WC-A,6,2008-09,28,0
34,HC Geneve-Servette,19,0,26,Swiss,47,2009-10,29,7
16,Switzerland,2,-1,2,WC-A,7,2009-10,29,0
70,HC Geneve-Servette,22,0,30,Swiss,50,2010-11,30,8
4,Switzerland,0,2,1,WC-A,3,2010-11,30,1
58,HC Geneve-Servette,20,0,27,Swiss,50,2011-12,31,7
29,Switzerland,1,1,2,WC-A,5,2011-12,31,1
40,HC Geneve-Servette,21,0,31,Swiss,46,2012-13,32,10
