age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,9.1,1,3,3,NHL,6,0,1989-90,0,11,1,,0,17,,NJD,4
24,,8.3,0,2,-2,NHL,7,0,1990-91,0,12,1,,1,6,,NJD,3
25,,0.0,0,2,-4,NHL,7,0,1991-92,0,4,0,,0,4,,NJD,2
27,,0.0,0,2,2,NHL,6,0,1993-94,0,4,0,,0,6,,CHI,2
28,,7.1,1,5,8,NHL,16,0,1994-95,0,14,1,,0,4,,CHI,6
29,,7.7,0,4,2,NHL,10,0,1995-96,0,13,1,,1,10,,CHI,5
30,,0.0,0,1,-1,NHL,6,0,1996-97,0,8,0,,0,4,,CHI,1
35,,0.0,0,0,0,NHL,5,0,2001-02,0,6,0,18:42,0,4,93,PHI,0
36,,12.5,1,3,-2,NHL,13,0,2002-03,0,16,2,24:59,1,12,325,PHI,5
37,,0.0,0,1,-1,NHL,5,0,2003-04,0,6,0,23:36,0,0,118,STL,1
