assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Saskatoon Legionnaires,2,1946-47,3,2,0,15,0,SJHL
15,Windsor Spitfires,10,1947-48,29,25,40,16,0,OHA-Jr.
15,Detroit Auto Club,10,1947-48,25,25,37,16,0,IHL
8,Windsor Spitfires,9,1948-49,48,17,74,17,0,OHA-Jr.
0,Saskatoon Quakers,1,1948-49,2,1,0,17,0,SJHL
3,Detroit Auto Club,5,1948-49,10,8,5,17,0,IHL
15,Windsor Spitfires,5,1949-50,48,20,98,18,0,OHA
22,Omaha Knights,24,1950-51,64,46,150,19,0,USHL
15,Indianapolis Capitols,7,1951-52,68,22,129,20,0,AHL
1,Edmonton Flyers,2,1952-53,26,3,49,21,0,WHL
6,Sherbrooke Saints,4,1953-54,54,10,98,22,0,QHL
13,Quebec Aces,5,1954-55,38,18,107,23,0,QHL
7,Brandon Regals,7,1955-56,70,14,158,24,0,WHL
13,Edmonton Flyers,3,1956-57,52,16,120,25,0,WHL
29,Troy Bruins,14,1957-58,64,43,125,26,0,IHL
23,Victoria Cougars,5,1958-59,67,28,110,27,0,WHL
19,Victoria Cougars,4,1959-60,70,23,118,28,0,WHL
21,Victoria Cougars,7,1960-61,70,28,88,29,0,WHL
16,San Francisco Seals,4,1961-62,61,20,101,30,0,WHL
21,Seattle Totems,9,1962-63,70,30,109,31,0,WHL
6,Seattle Totems,3,1963-64,70,9,65,32,0,WHL
15,Portland Buckaroos,2,1964-65,64,17,115,33,0,WHL
20,Portland Buckaroos,3,1965-66,72,23,115,34,0,WHL
9,Portland Buckaroos,1,1966-67,51,10,49,35,0,WHL
18,Portland Buckaroos,5,1967-68,72,23,75,36,0,WHL
23,Portland Buckaroos,0,1968-69,74,23,71,37,0,WHL
7,Salt Lake Golden Eagles,2,1969-70,61,9,105,38,0,WHL
0,Salt Lake Golden Eagles,1,1970-71,11,1,14,39,0,WHL
6,Jersey Devils,1,1970-71,18,7,37,39,0,EHL
18,Jersey Devils,2,1971-72,74,20,134,40,0,EHL
