even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,0,DET,0,2,21,0,,NHL,0,0,,1952-53,4,0,,0,0,0
0,0,DET,1,0,23,0,,NHL,0,0,,1954-55,5,0,SC,0,1,0
