pim,team,assists,plus_minus,points,league,games_played,year,age,goals
96,Buffalo Jr. Sabres,39,0,50,NYJHL,47,1985-86,18,11
46,University of Maine,13,0,13,H-East,28,1986-87,19,0
72,University of Maine,11,0,14,H-East,41,1987-88,20,3
53,University of Maine,27,0,37,H-East,44,1988-89,21,10
63,Maine Mariners,36,0,43,AHL,74,1989-90,22,7
21,Maine Mariners,16,0,18,AHL,36,1990-91,23,2
24,Maine Mariners,23,0,29,AHL,33,1991-92,24,6
10,Providence Bruins,2,0,3,AHL,6,1992-93,25,1
0,Atlanta Knights,0,0,0,IHL,1,1992-93,25,0
2,United States,2,0,3,WC-A,6,1992-93,25,1
4,United States,0,0,2,WC-A,8,1993-94,26,2
54,Utah Grizzlies,36,0,42,IHL,65,1995-96,28,6
18,Providence Bruins,12,0,22,AHL,45,1996-97,29,10
8,United States,0,0,1,WC-A,8,1996-97,29,1
4,Providence Bruins,2,-2,3,AHL,10,1998-99,31,1
14,Providence Bruins,4,-6,4,AHL,13,1999-00,32,0
