average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
16:19,0,6,1,0,0,NHL,20,4,0,20,3,26,0,2,0,0,0,0,0,1999-00,PIT,2,0,4,0,7.7,490,30,[]
18:51,0,15,1,0,0,NHL,21,8,0,28,6,47,0,3,0,1,1,2,0,2000-01,PIT,4,0,11,0,8.5,679,36,[]
18:34,0,11,0,0,0,NHL,22,7,0,73,-12,82,0,3,0,1,0,0,0,2001-02,PIT,4,0,7,0,4.9,1392,75,[]
18:45,0,8,0,0,0,NHL,23,5,0,42,-15,39,0,0,0,1,0,2,0,2002-03,TOT,1,0,7,0,2.6,712,38,[]
19:33,0,4,0,0,0,NHL,23,3,0,36,-16,22,0,0,0,1,0,0,0,2002-03,PIT,1,0,3,0,4.5,430,22,[]
17:38,0,4,0,0,0,NHL,23,2,0,6,1,17,0,0,0,0,0,2,0,2002-03,CGY,0,0,4,0,0.0,282,16,[]
18:40,0,16,0,0,0,NHL,24,8,0,53,5,86,0,3,0,1,0,4,0,2003-04,CGY,4,0,12,0,4.7,1344,72,[]
20:08,0,31,0,0,0,NHL,26,10,0,85,-12,111,0,2,0,2,0,17,0,2005-06,CGY,4,0,27,0,3.6,1652,82,[]
19:45,0,15,0,0,0,NHL,27,6,0,97,5,80,0,2,0,1,2,4,0,2006-07,TOT,3,0,12,0,3.8,1580,80,[]
18:29,0,12,0,0,0,NHL,27,4,0,66,7,51,0,1,0,1,2,4,0,2006-07,CGY,2,0,10,0,3.9,998,54,[]
22:22,0,3,0,0,0,NHL,27,2,0,31,-2,29,0,1,0,0,0,0,0,2006-07,BOS,1,0,2,0,3.4,581,26,[]
22:15,178,15,0,0,65,NHL,28,9,1,50,-14,71,100.0,1,0,0,1,4,10,2007-08,BOS,1,79,14,29,1.4,1312,59,[]
21:32,148,16,0,0,72,NHL,29,9,0,40,7,72,0,0,0,1,0,6,14,2008-09,BOS,1,60,15,15,1.4,1012,47,[]
19:42,146,8,0,0,66,NHL,30,8,0,16,-7,60,0,0,0,0,0,0,4,2009-10,BOS,0,58,8,18,0.0,1005,51,[]
17:59,179,15,0,0,82,NHL,31,10,0,60,22,78,0,3,0,0,1,1,4,2010-11,BOS,3,74,12,28,3.8,1259,70,[]
18:53,231,24,1,0,81,NHL,32,15,1,46,9,107,100.0,6,0,0,1,2,7,2011-12,BOS,6,68,18,38,5.6,1360,72,[]
19:29,160,13,0,0,60,NHL,33,8,0,35,9,66,0,4,0,0,1,0,5,2012-13,BOS,4,89,9,31,6.1,936,0,[]
21:04,148,18,1,0,108,NHL,34,13,2,63,-18,77,66.7,3,1,0,0,2,13,2013-14,EDM,3,135,15,55,3.9,1495,71,"[{'link': '/awards/clancy.html#2014', 'name': None}]"
18:53,165,14,0,0,86,NHL,35,10,0,39,-17,58,0.0,3,2,0,1,0,12,2014-15,EDM,3,156,11,38,5.2,1321,70,[]
13:04,11,0,0,0,5,NHL,36,0,0,6,-4,4,0,0,0,0,0,0,0,2015-16,EDM,0,10,0,2,0.0,78,6,[]
