assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Saskatoon Blades,0,1973-74,6,0,0,18,0,WCJHL
10,Saskatoon Blades,2,1974-75,17,12,13,19,0,WCJHL
20,Saskatoon Blades,14,1975-76,20,34,23,20,0,WCJHL
3,Muskegon Mohawks,2,1976-77,7,5,4,21,0,IHL
3,Muskegon Mohawks,2,1977-78,5,5,9,22,0,IHL
2,Indianapolis Checkers,4,1979-80,7,6,6,24,0,CHL
2,Indianapolis Checkers,0,1980-81,5,2,7,25,0,CHL
11,Indianapolis Checkers,3,1981-82,13,14,6,26,0,CHL
1,Muskegon Mohawks,0,1982-83,4,1,4,27,0,IHL
3,Muskegon Mohawks,2,1984-85,14,5,29,29,0,IHL
3,Kalamazoo Wings,1,1985-86,6,4,17,30,0,IHL
1,Kalamazoo Wings,0,1986-87,5,1,4,31,0,IHL
