year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1978-79,19,2,38,5,0,CCHA,34,University of Michigan,7
1979-80,20,10,26,19,0,CCHA,38,University of Michigan,29
1980-81,21,22,56,32,0,CCHA,39,University of Michigan,54
1981-82,22,6,68,30,0,CCHA,38,University of Michigan,36
1982-83,23,5,187,13,0,CHL,68,Tulsa Oilers,18
1983-84,24,1,114,17,0,CHL,38,Tulsa Oilers,18
1984-85,25,3,122,10,0,AHL,37,New Haven Nighthawks,13
1985-86,26,3,55,13,0,AHL,31,2 Teams,16
1985-86,26,2,32,6,0,AHL,11,New Haven Nighthawks,8
1985-86,26,1,23,7,0,AHL,20,Adirondack Red Wings,8
1987-88,28,6,141,27,0,AHL,79,Utica Devils,33
1987-88,28,0,2,2,0,IHL,2,Flint Spirits,2
1988-89,29,6,114,35,0,AHL,49,New Haven Nighthawks,41
1989-90,30,1,19,3,0,IHL,10,Flint Spirits,4
1990-91,31,3,19,7,0,IHL,12,San Diego Gulls,10
