power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,12,4,0,NHL,1964-65,21,3,MTL,,1,0,-2,0,19,,SC,15.8,0
0,10,5,0,NHL,1965-66,22,2,MTL,,3,2,1,0,20,,SC,10.0,0
0,10,5,0,NHL,1966-67,23,2,MTL,,3,6,-1,0,38,,,5.3,0
3,13,14,1,NHL,1967-68,24,6,MTL,,8,4,5,0,42,,SC,14.3,3
2,0,11,0,NHL,1968-69,25,4,MTL,,7,5,2,0,50,,SC,8.0,2
2,0,22,1,NHL,1970-71,27,10,MTL,,12,6,0,0,60,,SC,16.7,8
0,6,3,0,NHL,1971-72,28,2,MTL,,1,2,0,0,11,,,18.2,2
3,0,0,0,NHL,1972-73,29,0,MTL,,10,2,6,0,49,,SC,30.6,0
0,6,7,2,NHL,1973-74,30,5,MTL,,2,2,-1,0,17,,,0,5
2,11,11,0,NHL,1974-75,31,5,MTL,,6,4,5,0,28,,,17.9,3
2,13,9,1,NHL,1975-76,32,3,MTL,,6,4,1,0,27,,SC,11.1,1
0,0,11,2,NHL,1977-78,34,7,MTL,,4,10,7,0,26,,SC,26.9,7
