year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1980-81,14,0,0,1,0,ON-Jr.B,3,Hamilton Kilty B\'s,1
1981-82,15,55,133,31,0,Minor-ON,44,Whitby Legionnaires,86
1982-83,16,12,83,8,0,OHL,53,Ottawa 67\'s,20
1983-84,17,27,144,30,0,OHL,48,Ottawa 67\'s,57
1984-85,18,44,186,62,0,OHL,59,Ottawa 67\'s,106
1984-85,18,4,7,2,0,AHL,7,Moncton Golden Flames,6
1985-86,19,6,6,3,0,WJC-A,7,Canada,9
1985-86,19,44,148,40,0,OHL,47,2 Teams,84
1985-86,19,26,83,25,0,OHL,24,Ottawa 67\'s,51
1985-86,19,18,65,15,0,OHL,23,Guelph Platers,33
1986-87,20,20,72,18,0,AHL,38,Moncton Golden Flames,38
1989-90,23,1,6,0,0,Fr-Tour,4,Calgary Flames,1
