age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0.0,0,0,-1,NHL,2,0,1986-87,0,2,0,,0,4,,CGY,0
21,,20.0,2,3,4,NHL,9,0,1987-88,0,10,2,,0,29,,CGY,5
22,SC,17.2,5,7,9,NHL,0,0,1988-89,0,29,5,,0,57,,CGY,12
23,,20.0,2,5,5,NHL,6,0,1989-90,0,10,2,,0,41,,CGY,7
24,,11.1,1,3,-1,NHL,7,0,1990-91,0,9,1,,0,18,,CGY,4
26,,25.0,0,6,-2,NHL,5,0,1992-93,0,4,1,,1,43,,CGY,7
27,,11.1,1,6,3,NHL,7,0,1993-94,1,18,2,,1,24,,CGY,8
32,,7.7,1,1,-3,NHL,6,0,1998-99,0,13,1,126,0,8,,CAR,2
34,,13.3,2,9,5,NHL,11,0,2000-01,0,15,2,218,0,0,,TOR,11
35,,14.9,4,12,6,NHL,19,0,2001-02,1,47,7,370,3,56,,TOR,19
36,,7.7,1,1,-4,NHL,7,0,2002-03,0,13,1,147,0,8,,TOR,2
37,,21.1,2,4,-3,NHL,13,0,2003-04,1,19,4,231,2,10,,TOR,8
40,,50.0,1,2,0,NHL,5,0,2006-07,0,4,2,86,1,2,,PIT,4
41,,22.2,1,2,-4,NHL,11,0,2007-08,1,9,2,113,1,32,13,PIT,4
