goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.5,0,NHL,11,FLA,485,22,5,0,0,32,0,0,1,0,0,0,0,0,0,.870,1997-98,247,3.96,0,[],215
0.4,0,NHL,11,VAN,532,23,8,0,0,34,0,0,1,0,0,0,0,0,0,.868,1998-99,257,3.83,0,[],223
9.3,0,NHL,56,TOT,3013,24,27,104,1,162,0,-5.78,8,2,16,1,0,0,0,.901,1999-00,1634,3.23,0,[],1472
2.5,0,NHL,20,VAN,987,24,7,107,0,47,0,-2.92,4,1,6,0,0,0,0,.898,1999-00,461,2.86,0,[],414
6.8,0,NHL,36,NYI,2026,24,20,103,1,115,0,-2.85,4,1,10,1,0,0,0,.902,1999-00,1173,3.41,0,[],1058
9.8,0,NHL,61,TBL,3378,25,0,105,1,177,0,-8.48,3,4,20,1,0,0,0,.898,2000-01,1742,3.14,4,[],1565
3.6,0,NHL,21,TOT,950,26,9,91,0,43,0,4.14,0,2,5,0,0,0,0,.916,2001-02,511,2.72,0,[],468
3.3,0,NHL,19,TBL,830,26,9,92,0,40,0,3.36,0,2,3,0,0,0,0,.915,2001-02,470,2.89,0,[],430
0.3,0,NHL,2,CAR,120,26,0,0,0,3,0,0,0,0,2,0,0,0,0,.927,2001-02,41,1.50,0,[],38
9.3,0,NHL,51,CAR,2965,27,24,96,0,126,0,5.09,9,5,14,0,0,0,0,.912,2002-03,1438,2.55,2,[],1312
10.2,0,NHL,66,CAR,3765,28,30,99,0,146,0,1.12,11,6,23,0,0,0,0,.912,2003-04,1652,2.33,6,[],1506
4.7,0,NHL,32,NYR,1850,30,14,106,1,91,0,-5.40,3,0,14,1,0,0,0,.895,2005-06,867,2.95,4,[],776
1.1,0,NHL,14,NYR,761,31,6,128,0,43,0,-9.36,2,0,4,0,0,0,0,.879,2006-07,355,3.39,0,[],312
0.7,1,NHL,9,NJD,343,32,2,0,0,17,5,0,1,0,2,0,.400,0,2,.894,2007-08,160,2.97,2,[],143
2.9,1,NHL,16,NJD,795,33,5,88,0,32,13,4.51,0,0,7,0,.615,0,8,.920,2008-09,399,2.42,0,[],367
