points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
0,"[{'link': '/coaches/juliecl01c.html', 'name': 'C. Julien'}]",NHL,MTL,2017-18,0,0,0,Montreal Canadiens,0,,0,0,
103,"[{'link': '/coaches/therrmi99c.html', 'name': 'M. Therrien'}, {'link': '/coaches/juliecl01c.html', 'name': 'C. Julien'}]",NHL,MTL,2016-17,47,26,9,Montreal Canadiens,.628,Lost NHL First Round,0,82,1st
82,"[{'link': '/coaches/therrmi99c.html', 'name': 'M. Therrien'}]",NHL,MTL,2015-16,38,38,6,Montreal Canadiens,.500,,0,82,6th
110,"[{'link': '/coaches/therrmi99c.html', 'name': 'M. Therrien'}]",NHL,MTL,2014-15,50,22,10,Montreal Canadiens,.671,Lost NHL Second Round,0,82,1st
100,"[{'link': '/coaches/therrmi99c.html', 'name': 'M. Therrien'}]",NHL,MTL,2013-14,46,28,8,Montreal Canadiens,.610,Lost NHL Conference Finals,0,82,3rd
63,"[{'link': '/coaches/therrmi99c.html', 'name': 'M. Therrien'}]",NHL,MTL,2012-13,29,14,5,Montreal Canadiens,.656,Lost NHL Conference Quarter-Finals,0,48,1st
78,"[{'link': '/coaches/martija99c.html', 'name': 'J. Martin'}, {'link': '/coaches/cunnera01c.html', 'name': 'R. Cunneyworth'}]",NHL,MTL,2011-12,31,35,16,Montreal Canadiens,.476,,0,82,5th
96,"[{'link': '/coaches/martija99c.html', 'name': 'J. Martin'}]",NHL,MTL,2010-11,44,30,8,Montreal Canadiens,.585,Lost NHL Conference Quarter-Finals,0,82,2nd
88,"[{'link': '/coaches/martija99c.html', 'name': 'J. Martin'}]",NHL,MTL,2009-10,39,33,10,Montreal Canadiens,.537,Lost NHL Conference Finals,0,82,4th
93,"[{'link': '/coaches/carbogu01c.html', 'name': 'G. Carbonneau'}, {'link': '/coaches/gainebo01c.html', 'name': 'B. Gainey'}]",NHL,MTL,2008-09,41,30,11,Montreal Canadiens,.567,Lost NHL Conference Quarter-Finals,0,82,2nd
104,"[{'link': '/coaches/carbogu01c.html', 'name': 'G. Carbonneau'}]",NHL,MTL,2007-08,47,25,10,Montreal Canadiens,.634,Lost NHL Conference Semi-Finals,0,82,1st
90,"[{'link': '/coaches/carbogu01c.html', 'name': 'G. Carbonneau'}]",NHL,MTL,2006-07,42,34,6,Montreal Canadiens,.549,,0,82,4th
93,"[{'link': '/coaches/juliecl01c.html', 'name': 'C. Julien'}, {'link': '/coaches/gainebo01c.html', 'name': 'B. Gainey'}]",NHL,MTL,2005-06,42,31,9,Montreal Canadiens,.567,Lost NHL Conference Quarter-Finals,0,82,3rd
93,"[{'link': '/coaches/juliecl01c.html', 'name': 'C. Julien'}]",NHL,MTL,2003-04,41,30,4,Montreal Canadiens,.567,Lost NHL Conference Semi-Finals,7,82,4th
77,"[{'link': '/coaches/therrmi99c.html', 'name': 'M. Therrien'}, {'link': '/coaches/juliecl01c.html', 'name': 'C. Julien'}]",NHL,MTL,2002-03,30,35,9,Montreal Canadiens,.470,,8,82,4th
87,"[{'link': '/coaches/therrmi99c.html', 'name': 'M. Therrien'}]",NHL,MTL,2001-02,36,31,3,Montreal Canadiens,.530,Lost NHL Conference Semi-Finals,12,82,4th
70,"[{'link': '/coaches/vigneal01c.html', 'name': 'A. Vigneault'}, {'link': '/coaches/therrmi99c.html', 'name': 'M. Therrien'}]",NHL,MTL,2000-01,28,40,6,Montreal Canadiens,.427,,8,82,5th
83,"[{'link': '/coaches/vigneal01c.html', 'name': 'A. Vigneault'}]",NHL,MTL,1999-00,35,34,4,Montreal Canadiens,.506,,9,82,4th
75,"[{'link': '/coaches/vigneal01c.html', 'name': 'A. Vigneault'}]",NHL,MTL,1998-99,32,39,0,Montreal Canadiens,.457,,11,82,5th
