points,coaches,leage,code,season,wins,loses,overtime_loses,team_name,points_percentage,playoff_result,ties,games_played,finishing_position
87,"[{'link': '/coaches/vigneal01c.html', 'name': 'A. Vigneault'}]",NHL,MTL,1997-98,37,32,0,Montreal Canadiens,.530,Lost NHL Conference Semi-Finals,13,82,4th
77,"[{'link': '/coaches/trembma02c.html', 'name': 'M. Tremblay'}]",NHL,MTL,1996-97,31,36,0,Montreal Canadiens,.470,Lost NHL Conference Quarter-Finals,15,82,4th
90,"[{'link': '/coaches/demerja99c.html', 'name': 'J. Demers'}, {'link': '/coaches/laperja01c.html', 'name': 'J. Laperriere'}, {'link': '/coaches/trembma02c.html', 'name': 'M. Tremblay'}]",NHL,MTL,1995-96,40,32,0,Montreal Canadiens,.549,Lost NHL Conference Quarter-Finals,10,82,3rd
43,"[{'link': '/coaches/demerja99c.html', 'name': 'J. Demers'}]",NHL,MTL,1994-95,18,23,0,Montreal Canadiens,.448,,7,48,6th
96,"[{'link': '/coaches/demerja99c.html', 'name': 'J. Demers'}]",NHL,MTL,1993-94,41,29,0,Montreal Canadiens,.571,Lost NHL Conference Quarter-Finals,14,84,3rd
102,"[{'link': '/coaches/demerja99c.html', 'name': 'J. Demers'}]",NHL,MTL,1992-93,48,30,0,Montreal Canadiens,.607,,6,84,3rd
93,"[{'link': '/coaches/burnspa99c.html', 'name': 'P. Burns'}]",NHL,MTL,1991-92,41,28,0,Montreal Canadiens,.581,Lost NHL Division Finals,11,80,1st
89,"[{'link': '/coaches/burnspa99c.html', 'name': 'P. Burns'}]",NHL,MTL,1990-91,39,30,0,Montreal Canadiens,.556,Lost NHL Division Finals,11,80,2nd
93,"[{'link': '/coaches/burnspa99c.html', 'name': 'P. Burns'}]",NHL,MTL,1989-90,41,28,0,Montreal Canadiens,.581,Lost NHL Division Finals,11,80,3rd
115,"[{'link': '/coaches/burnspa99c.html', 'name': 'P. Burns'}]",NHL,MTL,1988-89,53,18,0,Montreal Canadiens,.719,Lost Stanley Cup Final,9,80,1st
103,"[{'link': '/coaches/perroje99c.html', 'name': 'J. Perron'}]",NHL,MTL,1987-88,45,22,0,Montreal Canadiens,.644,Lost NHL Division Finals,13,80,1st
92,"[{'link': '/coaches/perroje99c.html', 'name': 'J. Perron'}]",NHL,MTL,1986-87,41,29,0,Montreal Canadiens,.575,Lost NHL Conference Finals,10,80,2nd
87,"[{'link': '/coaches/perroje99c.html', 'name': 'J. Perron'}]",NHL,MTL,1985-86,40,33,0,Montreal Canadiens,.544,,7,80,2nd
94,"[{'link': '/coaches/lemaija01c.html', 'name': 'J. Lemaire'}]",NHL,MTL,1984-85,41,27,0,Montreal Canadiens,.588,Lost NHL Division Finals,12,80,1st
75,"[{'link': '/coaches/berrybo01c.html', 'name': 'B. Berry'}, {'link': '/coaches/lemaija01c.html', 'name': 'J. Lemaire'}]",NHL,MTL,1983-84,35,40,0,Montreal Canadiens,.469,Lost NHL Conference Finals,5,80,4th
98,"[{'link': '/coaches/berrybo01c.html', 'name': 'B. Berry'}]",NHL,MTL,1982-83,42,24,0,Montreal Canadiens,.613,Lost NHL Division Semi-Finals,14,80,2nd
109,"[{'link': '/coaches/berrybo01c.html', 'name': 'B. Berry'}]",NHL,MTL,1981-82,46,17,0,Montreal Canadiens,.681,Lost NHL Division Semi-Finals,17,80,1st
103,"[{'link': '/coaches/ruelcl99c.html', 'name': 'C. Ruel'}]",NHL,MTL,1980-81,45,22,0,Montreal Canadiens,.644,Lost NHL Preliminary Round,13,80,1st
107,"[{'link': '/coaches/geoffbe01c.html', 'name': 'B. Geoffrion'}, {'link': '/coaches/ruelcl99c.html', 'name': 'C. Ruel'}]",NHL,MTL,1979-80,47,20,0,Montreal Canadiens,.669,Lost NHL Quarter-Finals,13,80,1st
115,"[{'link': '/coaches/bowmasc99c.html', 'name': 'S. Bowman'}]",NHL,MTL,1978-79,52,17,0,Montreal Canadiens,.719,,11,80,1st
129,"[{'link': '/coaches/bowmasc99c.html', 'name': 'S. Bowman'}]",NHL,MTL,1977-78,59,10,0,Montreal Canadiens,.806,,11,80,1st
132,"[{'link': '/coaches/bowmasc99c.html', 'name': 'S. Bowman'}]",NHL,MTL,1976-77,60,8,0,Montreal Canadiens,.825,,12,80,1st
127,"[{'link': '/coaches/bowmasc99c.html', 'name': 'S. Bowman'}]",NHL,MTL,1975-76,58,11,0,Montreal Canadiens,.794,,11,80,1st
113,"[{'link': '/coaches/bowmasc99c.html', 'name': 'S. Bowman'}]",NHL,MTL,1974-75,47,14,0,Montreal Canadiens,.706,Lost NHL Semi-Finals,19,80,1st
99,"[{'link': '/coaches/bowmasc99c.html', 'name': 'S. Bowman'}]",NHL,MTL,1973-74,45,24,0,Montreal Canadiens,.635,Lost NHL Quarter-Finals,9,78,2nd
120,"[{'link': '/coaches/bowmasc99c.html', 'name': 'S. Bowman'}]",NHL,MTL,1972-73,52,10,0,Montreal Canadiens,.769,,16,78,1st
108,"[{'link': '/coaches/bowmasc99c.html', 'name': 'S. Bowman'}]",NHL,MTL,1971-72,46,16,0,Montreal Canadiens,.692,Lost NHL Quarter-Finals,16,78,3rd
97,"[{'link': '/coaches/ruelcl99c.html', 'name': 'C. Ruel'}, {'link': '/coaches/macneal01c.html', 'name': 'A. MacNeil'}]",NHL,MTL,1970-71,42,23,0,Montreal Canadiens,.622,,13,78,3rd
92,"[{'link': '/coaches/ruelcl99c.html', 'name': 'C. Ruel'}]",NHL,MTL,1969-70,38,22,0,Montreal Canadiens,.605,,16,76,5th
103,"[{'link': '/coaches/ruelcl99c.html', 'name': 'C. Ruel'}]",NHL,MTL,1968-69,46,19,0,Montreal Canadiens,.678,,11,76,1st
94,"[{'link': '/coaches/blaketo01c.html', 'name': 'T. Blake'}]",NHL,MTL,1967-68,42,22,0,Montreal Canadiens,.635,,10,74,1st
77,"[{'link': '/coaches/blaketo01c.html', 'name': 'T. Blake'}]",NHL,MTL,1966-67,32,25,0,Montreal Canadiens,.550,Lost Stanley Cup Final,13,70,2nd
90,"[{'link': '/coaches/blaketo01c.html', 'name': 'T. Blake'}]",NHL,MTL,1965-66,41,21,0,Montreal Canadiens,.643,,8,70,1st
83,"[{'link': '/coaches/blaketo01c.html', 'name': 'T. Blake'}]",NHL,MTL,1964-65,36,23,0,Montreal Canadiens,.593,,11,70,2nd
85,"[{'link': '/coaches/blaketo01c.html', 'name': 'T. Blake'}]",NHL,MTL,1963-64,36,21,0,Montreal Canadiens,.607,Lost NHL Semi-Finals,13,70,1st
79,"[{'link': '/coaches/blaketo01c.html', 'name': 'T. Blake'}]",NHL,MTL,1962-63,28,19,0,Montreal Canadiens,.564,Lost NHL Semi-Finals,23,70,3rd
98,"[{'link': '/coaches/blaketo01c.html', 'name': 'T. Blake'}]",NHL,MTL,1961-62,42,14,0,Montreal Canadiens,.700,Lost NHL Semi-Finals,14,70,1st
92,"[{'link': '/coaches/blaketo01c.html', 'name': 'T. Blake'}]",NHL,MTL,1960-61,41,19,0,Montreal Canadiens,.657,Lost NHL Semi-Finals,10,70,1st
92,"[{'link': '/coaches/blaketo01c.html', 'name': 'T. Blake'}]",NHL,MTL,1959-60,40,18,0,Montreal Canadiens,.657,,12,70,1st
91,"[{'link': '/coaches/blaketo01c.html', 'name': 'T. Blake'}]",NHL,MTL,1958-59,39,18,0,Montreal Canadiens,.650,,13,70,1st
96,"[{'link': '/coaches/blaketo01c.html', 'name': 'T. Blake'}]",NHL,MTL,1957-58,43,17,0,Montreal Canadiens,.686,,10,70,1st
82,"[{'link': '/coaches/blaketo01c.html', 'name': 'T. Blake'}]",NHL,MTL,1956-57,35,23,0,Montreal Canadiens,.586,,12,70,2nd
100,"[{'link': '/coaches/blaketo01c.html', 'name': 'T. Blake'}]",NHL,MTL,1955-56,45,15,0,Montreal Canadiens,.714,,10,70,1st
93,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1954-55,41,18,0,Montreal Canadiens,.664,Lost Stanley Cup Final,11,70,2nd
81,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1953-54,35,24,0,Montreal Canadiens,.579,Lost Stanley Cup Final,11,70,2nd
75,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1952-53,28,23,0,Montreal Canadiens,.536,,19,70,2nd
78,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1951-52,34,26,0,Montreal Canadiens,.557,Lost Stanley Cup Final,10,70,2nd
65,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1950-51,25,30,0,Montreal Canadiens,.464,Lost Stanley Cup Final,15,70,3rd
77,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1949-50,29,22,0,Montreal Canadiens,.550,Lost NHL Semi-Finals,19,70,2nd
65,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1948-49,28,23,0,Montreal Canadiens,.542,Lost NHL Semi-Finals,9,60,3rd
51,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1947-48,20,29,0,Montreal Canadiens,.425,,11,60,5th
78,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1946-47,34,16,0,Montreal Canadiens,.650,Lost Stanley Cup Final,10,60,1st
61,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1945-46,28,17,0,Montreal Canadiens,.610,,5,50,1st
80,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1944-45,38,8,0,Montreal Canadiens,.800,Lost NHL Semi-Finals,4,50,1st
83,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1943-44,38,5,0,Montreal Canadiens,.830,,7,50,1st
50,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1942-43,19,19,0,Montreal Canadiens,.500,Lost NHL Semi-Finals,12,50,4th
39,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1941-42,18,27,0,Montreal Canadiens,.406,Lost NHL Quarter-Finals,3,48,6th
38,"[{'link': '/coaches/irvindi01c.html', 'name': 'D. Irvin'}]",NHL,MTL,1940-41,16,26,0,Montreal Canadiens,.396,Lost NHL Quarter-Finals,6,48,6th
25,"[{'link': '/coaches/lepinpi01c.html', 'name': 'P. Lepine'}]",NHL,MTL,1939-40,10,33,0,Montreal Canadiens,.260,,5,48,7th
39,"[{'link': '/coaches/hartce99c.html', 'name': 'C. Hart'}, {'link': '/coaches/dugalju99c.html', 'name': 'J. Dugal'}]",NHL,MTL,1938-39,15,24,0,Montreal Canadiens,.406,Lost NHL Quarter-Finals,9,48,6th
49,"[{'link': '/coaches/hartce99c.html', 'name': 'C. Hart'}]",NHL,MTL,1937-38,18,17,0,Montreal Canadiens,.510,Lost NHL Quarter-Finals,13,48,3rd
54,"[{'link': '/coaches/hartce99c.html', 'name': 'C. Hart'}]",NHL,MTL,1936-37,24,18,0,Montreal Canadiens,.563,Lost NHL Semi-Finals,6,48,1st
33,"[{'link': '/coaches/manthsy01c.html', 'name': 'S. Mantha'}]",NHL,MTL,1935-36,11,26,0,Montreal Canadiens,.344,,11,48,4th
44,"[{'link': '/coaches/lalonne01c.html', 'name': 'N. Lalonde'}, {'link': '/coaches/dandule99c.html', 'name': 'L. Dandurand'}]",NHL,MTL,1934-35,19,23,0,Montreal Canadiens,.458,Lost NHL Quarter-Finals,6,48,3rd
50,"[{'link': '/coaches/lalonne01c.html', 'name': 'N. Lalonde'}]",NHL,MTL,1933-34,22,20,0,Montreal Canadiens,.521,Lost NHL Quarter-Finals,6,48,2nd
41,"[{'link': '/coaches/lalonne01c.html', 'name': 'N. Lalonde'}]",NHL,MTL,1932-33,18,25,0,Montreal Canadiens,.427,Lost NHL Quarter-Finals,5,48,3rd
57,"[{'link': '/coaches/hartce99c.html', 'name': 'C. Hart'}]",NHL,MTL,1931-32,25,16,0,Montreal Canadiens,.594,Lost NHL Semi-Finals,7,48,1st
60,"[{'link': '/coaches/hartce99c.html', 'name': 'C. Hart'}]",NHL,MTL,1930-31,26,10,0,Montreal Canadiens,.682,,8,44,1st
51,"[{'link': '/coaches/hartce99c.html', 'name': 'C. Hart'}]",NHL,MTL,1929-30,21,14,0,Montreal Canadiens,.580,,9,44,2nd
59,"[{'link': '/coaches/hartce99c.html', 'name': 'C. Hart'}]",NHL,MTL,1928-29,22,7,0,Montreal Canadiens,.670,Lost NHL Semi-Finals,15,44,1st
59,"[{'link': '/coaches/hartce99c.html', 'name': 'C. Hart'}]",NHL,MTL,1927-28,26,11,0,Montreal Canadiens,.670,Lost NHL Semi-Finals,7,44,1st
58,"[{'link': '/coaches/hartce99c.html', 'name': 'C. Hart'}]",NHL,MTL,1926-27,28,14,0,Montreal Canadiens,.659,Lost NHL Semi-Finals,2,44,2nd
23,"[{'link': '/coaches/dandule99c.html', 'name': 'L. Dandurand'}]",NHL,MTL,1925-26,11,24,0,Montreal Canadiens,.319,,1,36,7th
36,"[{'link': '/coaches/dandule99c.html', 'name': 'L. Dandurand'}]",NHL,MTL,1924-25,17,11,0,Montreal Canadiens,.600,,2,30,3rd
26,"[{'link': '/coaches/dandule99c.html', 'name': 'L. Dandurand'}]",NHL,MTL,1923-24,13,11,0,Montreal Canadiens,.542,,0,24,2nd
28,"[{'link': '/coaches/dandule99c.html', 'name': 'L. Dandurand'}]",NHL,MTL,1922-23,13,9,0,Montreal Canadiens,.583,Lost NHL Final,2,24,2nd
25,"[{'link': '/coaches/lalonne01c.html', 'name': 'N. Lalonde'}, {'link': '/coaches/dandule99c.html', 'name': 'L. Dandurand'}]",NHL,MTL,1921-22,12,11,0,Montreal Canadiens,.521,,1,24,3rd
26,"[{'link': '/coaches/lalonne01c.html', 'name': 'N. Lalonde'}]",NHL,MTL,1920-21,13,11,0,Montreal Canadiens,.542,,0,24,3rd
26,"[{'link': '/coaches/lalonne01c.html', 'name': 'N. Lalonde'}]",NHL,MTL,1919-20,13,11,0,Montreal Canadiens,.542,,0,24,2nd
20,"[{'link': '/coaches/lalonne01c.html', 'name': 'N. Lalonde'}]",NHL,MTL,1918-19,10,8,0,Montreal Canadiens,.556,,0,18,2nd
26,"[{'link': '/coaches/lalonne01c.html', 'name': 'N. Lalonde'}]",NHL,MTL,1917-18,13,9,0,Montreal Canadiens,.591,Lost NHL Final,0,22,1st
