assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
45,4,25,27,19:58,5.7,2.2,21,1637,21,C,7.9,24,MTL,/players/p/plekato01.html,0,50,3,5,Tomas Plekanec,11.6,2010,70,1,82,216
47,1,12,30,19:56,3.3,2.0,7,1555,14,C,5.3,33,MTL,/players/g/gomezsc01.html,0,60,5,1,Scott Gomez,6.7,2010,59,0,78,180
24,4,26,27,19:31,4.7,1.9,22,1269,11,C,6.5,13,MTL,/players/c/cammami01.html,0,16,4,7,Mike Cammalleri,11.9,2010,50,0,65,218
18,3,28,31,20:45,4.5,1.7,18,1266,6,RW,6.2,12,MTL,/players/g/giontbr01.html,0,26,10,3,Brian Gionta,11.8,2010,46,0,61,237
21,4,13,29,15:04,4.1,1.6,6,904,15,D,5.7,6,MTL,/players/b/bergema02.html,0,16,7,-7,Marc-Andre Bergeron,10.6,2010,34,0,60,123
28,1,6,31,23:48,3.1,3.5,2,1071,12,D,6.6,15,MTL,/players/m/markoan01.html,1,32,4,11,Andrei Markov,7.1,2010,34,0,45,85
18,2,15,24,15:59,2.5,1.2,9,943,3,LW,3.8,15,MTL,/players/k/kostian01.html,0,32,6,1,Andrei Kostitsyn,11.0,2010,33,0,59,136
13,1,16,35,13:34,2.2,1.1,6,936,3,C,3.4,10,MTL,/players/m/metrogl01.html,0,24,10,-1,Glen Metropolit,13.9,2010,29,0,69,115
20,1,6,35,23:26,1.4,4.1,4,1758,7,D,5.5,12,MTL,/players/h/hamrlro01.html,1,56,2,-2,Roman Hamrlik,6.0,2010,26,0,75,100
9,3,15,23,16:44,2.4,1.1,11,653,2,LW,3.5,7,MTL,/players/p/poulibe01.html,0,31,4,8,Benoit Pouliot,16.3,2010,24,0,39,92
18,0,3,35,21:48,0.7,4.7,2,1613,6,D,5.4,11,MTL,/players/s/spaceja01.html,1,50,1,9,Jaroslav Spacek,3.0,2010,21,0,74,99
11,0,8,27,15:00,-0.5,1.4,5,1214,0,LW,0.9,11,MTL,/players/m/moentr01.html,0,57,1,-2,Travis Moen,7.5,2010,19,2,81,107
11,2,7,22,14:10,0.8,1.0,7,666,0,LW,1.8,11,MTL,/players/k/kostise01.html,0,8,0,4,Sergei Kostitsyn,11.9,2010,18,0,47,59
7,1,7,24,12:16,-0.4,0.6,7,933,0,C,0.2,7,MTL,/players/l/lapiema01.html,0,61,0,-14,Maxim Lapierre,6.9,2010,14,0,76,101
11,0,3,21,12:43,0.0,0.6,3,661,3,LW,0.6,8,MTL,/players/p/pacioma01.html,0,20,0,-5,Max Pacioretty,4.1,2010,14,0,52,74
9,0,2,34,18:21,-0.1,2.2,2,1247,0,D,2.1,8,MTL,/players/g/gillha01.html,1,68,0,-10,Hal Gill,4.9,2010,11,0,68,41
9,0,2,29,14:40,0.5,0.5,1,308,0,C,1.1,9,MTL,/players/m/mooredo01.html,0,8,0,4,Dominic Moore,5.3,2010,11,1,21,38
5,3,5,33,10:51,0.7,0.5,5,314,0,LW,1.2,5,MTL,/players/d/darchma01.html,0,4,0,2,Mathieu Darche,11.6,2010,10,0,29,43
7,1,3,25,21:01,-0.6,4.3,3,1723,3,D,3.7,4,MTL,/players/g/gorgejo01.html,0,39,0,2,Josh Gorges,5.8,2010,10,0,82,52
8,0,0,30,18:44,-0.1,0.6,0,787,4,D,0.5,4,MTL,/players/m/marapa01.html,0,48,0,-16,Paul Mara,0.0,2010,8,0,42,30
3,0,2,22,11:04,-0.5,0.3,2,443,0,C,-0.2,3,MTL,/players/p/pyattto01.html,0,10,0,-5,Tom Pyatt,4.2,2010,5,0,40,48
