pim,team,assists,plus_minus,points,league,games_played,year,age,goals
10,North Battleford Beavers,5,0,15,N-SSHL,21,1935-36,21,10
26,North Battleford Beavers,9,0,25,N-SSHL,26,1936-37,22,16
8,Sudbury Frood Tigers,0,0,2,NOHA,4,1937-38,23,2
20,New Haven Eagles,13,0,22,IAHL,35,1937-38,23,9
15,Philadelphia Ramblers,11,0,34,IAHL,33,1938-39,24,23
4,Buffalo Bisons,1,0,2,AHL,3,1946-47,32,1
30,Cleveland Barons,34,0,49,AHL,68,1947-48,33,15
26,Cleveland Barons,3,0,5,AHL,28,1948-49,34,2
6,Minneapolis Millers,6,0,13,USHL,37,1948-49,34,7
26,Regina Capitals,18,0,27,WCSHL,50,1950-51,36,9
