goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
-0.1,0,NHL,2,CGY,100,19,2,0,0,11,0,0,0,0,0,0,0,0,0,0,1982-83,0,6.60,0,[],0
-0.2,0,NHL,1,CGY,11,20,1,0,0,4,0,0,0,0,0,0,0,0,0,.333,1983-84,6,21.82,0,[],2
2.2,0,NHL,18,CGY,921,22,3,99,1,52,0,0.43,3,1,9,1,0,0,0,.875,1985-86,417,3.39,4,[],365
8.7,0,NHL,54,CGY,2957,23,21,97,2,178,0,5.30,1,1,30,2,0,0,0,.884,1986-87,1528,3.61,14,"[{'link': '/awards/voting-1987.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-1987.html#vezina', 'name': 'Vezina-11'}]",1350
8.8,0,NHL,64,CGY,3565,24,16,102,7,210,0,-4.76,7,1,39,7,0,0,0,.877,1987-88,1708,3.53,47,"[{'link': '/awards/voting-1988.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-1988.html#vezina', 'name': 'Vezina-4'}]",1498
8.5,0,NHL,52,CGY,2938,25,6,85,4,130,0,22.31,5,0,0,4,0,0,0,.897,1988-89,1263,2.65,18,"[{'link': '/awards/nhl_all_star.html#1989', 'name': None}, {'link': '/awards/voting-1989.html#vezina', 'name': 'Vezina-2'}]",1133
5.1,0,NHL,47,CGY,2795,26,14,109,3,146,0,-12.63,9,0,23,3,0,0,0,.870,1989-90,1122,3.13,21,"[{'link': '/awards/voting-1990.html#AS', 'name': 'AS-8'}]",976
6.8,0,NHL,54,CGY,3121,27,19,107,4,172,0,-11.74,3,1,31,4,0,0,0,.878,1990-91,1406,3.31,8,"[{'link': '/awards/voting-1991.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-1991.html#vezina', 'name': 'Vezina-10'}]",1234
9.1,0,NHL,63,CGY,3640,28,30,105,7,217,0,-9.75,9,0,24,7,0,0,0,.883,1991-92,1853,3.58,8,[],1636
9.9,0,NHL,64,CGY,3732,29,26,98,2,203,0,4.62,9,2,29,2,0,0,0,.887,1992-93,1804,3.26,42,[],1601
6.2,0,NHL,48,CGY,2798,30,17,103,0,131,0,-4.14,5,3,26,0,0,0,0,.892,1993-94,1209,2.81,14,[],1078
3.4,0,NHL,30,DET,1807,31,6,108,0,76,0,-5.41,4,1,19,0,0,0,0,.893,1994-95,710,2.52,8,"[{'link': '/awards/voting-1995.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-1995.html#vezina', 'name': 'Vezina-4'}]",634
4.2,0,NHL,32,DET,1855,32,7,95,0,70,0,3.44,2,3,21,0,0,0,0,.903,1995-96,723,2.26,2,"[{'link': '/awards/jennings.html#1996', 'name': None}]",653
3.8,0,NHL,33,DET,1952,33,11,106,0,79,0,-4.50,8,0,13,0,0,0,0,.899,1996-97,782,2.43,35,"[{'link': '/awards/smythe.html#1997', 'name': None}]",703
6.7,0,NHL,62,SJS,3564,34,22,111,2,146,0,-14.64,8,5,30,2,0,0,0,.896,1997-98,1401,2.46,24,"[{'link': '/awards/voting-1998.html#vezina', 'name': 'Vezina-8'}]",1255
7.4,0,NHL,49,SJS,2831,35,22,97,0,107,0,3.65,10,4,16,0,0,0,0,.911,1998-99,1200,2.27,8,[],1093
10.3,0,NHL,49,TOT,2791,36,18,87,3,115,0,16.94,3,1,24,3,0,0,0,.917,1999-00,1380,2.47,2,[],1265
2.5,0,NHL,15,SJS,772,36,5,93,0,32,0,2.42,1,0,6,0,0,0,0,.911,1999-00,360,2.49,0,[],328
7.8,0,NHL,34,FLA,2019,36,13,85,3,83,0,14.52,2,1,18,3,0,0,0,.919,1999-00,1020,2.47,2,[],937
4.1,0,NHL,41,CGY,2246,37,23,121,1,121,0,-20.97,5,3,12,1,0,0,0,.883,2000-01,1034,3.23,16,[],913
1.9,0,NHL,18,CGY,825,38,9,110,3,38,0,-3.41,1,1,2,3,0,0,0,.899,2001-02,375,2.76,0,[],337
