assists,year,games_played,points,goals,team,age,pim,plus_minus,league
37,1978-79,69,43,6,Brandon Wheat Kings,17,29,0,WHL
45,1979-80,63,60,15,Brandon Wheat Kings,18,56,0,WHL
64,1980-81,72,80,16,Brandon Wheat Kings,19,84,0,WHL
5,1981-82,62,6,1,New Brunswick Hawks,20,14,0,AHL
26,1982-83,76,32,6,Springfield Indians,21,26,0,AHL
21,1983-84,50,35,14,Springfield Indians,22,14,0,AHL
21,1984-85,75,27,6,Maine Mariners,23,36,0,AHL
11,1985-86,68,20,9,Maine Mariners,24,33,0,AHL
29,1986-87,35,43,14,Schwenninger ERC,25,34,0,W.German
1,1986-87,2,1,0,EHC Kloten,25,0,0,Swiss
18,1987-88,22,23,5,Schwenninger ERC,26,8,0,W.German
0,1987-88,3,0,0,Hershey Bears,26,0,0,AHL
23,1988-89,35,35,12,Schwenninger ERC,27,24,0,W.German
22,1989-90,36,46,24,ETC Timmendorf,28,14,0,W.Ger-3
2,1989-90,3,2,0,Canada,28,2,0,Nat-Tm
1,1990-91,2,1,0,Roanoke Valley Rebels,29,8,0,ECHL
4,1990-91,16,4,0,2 Teams,29,0,0,AHL
2,1990-91,3,2,0,Moncton Hawks,29,0,0,AHL
2,1990-91,13,2,0,New Haven Nighthawks,29,0,0,AHL
