year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1970-71,17,18,76,30,0,OHA-Jr.,59,Niagara Falls Flyers,48
1971-72,18,25,122,48,0,OHA-Jr.,60,Niagara Falls Flyers,73
1972-73,19,48,80,57,0,OHA-Jr.,63,2 Teams,105
1972-73,19,29,50,31,0,OHA-Jr.,38,Sault Ste. Marie Greyhounds,60
1972-73,19,19,30,26,0,OHA-Jr.,25,Sudbury Wolves,45
1973-74,20,10,54,18,0,CHL,37,Omaha Knights,28
1976-77,23,4,18,1,0,WEC-A,9,Canada,5
1981-82,28,0,0,3,0,CHL,3,Oklahoma City Stars,3
1981-82,28,3,0,4,0,AHL,10,Adirondack Red Wings,7
1982-83,29,20,33,29,0,AHL,74,Adirondack Red Wings,49
