average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,46,6,0,NHL,24,15,97,4,205,23,3,2,3,1967-68,LAK,26,20,"[{'link': '/awards/voting-1968.html#calder', 'name': 'Calder-4'}]",12.7,,73
,49,6,0,NHL,25,17,53,-24,198,20,4,0,8,1968-69,LAK,24,25,[],12.1,,72
,32,0,0,NHL,26,15,70,-27,198,12,2,0,3,1969-70,LAK,14,18,[],7.1,,69
,37,0,0,NHL,27,20,57,-30,182,8,5,0,4,1970-71,LAK,13,24,[],7.1,,64
,40,1,0,NHL,28,19,44,-25,229,14,4,0,3,1971-72,TOT,18,22,[],7.9,,76
,19,0,0,NHL,28,11,18,-30,113,6,1,0,1,1971-72,LAK,7,12,[],6.2,,45
,21,1,0,NHL,28,8,26,5,116,8,3,0,2,1971-72,PHI,11,10,[],9.5,,31
,74,6,3,NHL,29,22,53,31,283,29,11,0,9,1972-73,PHI,43,31,[],15.2,,69
,44,5,1,NHL,30,20,51,20,222,15,1,1,6,1973-74,PHI,17,27,[],7.7,,67
,40,2,3,NHL,31,16,38,0,186,8,4,2,7,1974-75,TOR,15,25,[],8.1,,77
,40,3,2,NHL,32,17,30,9,171,20,1,0,0,1975-76,ATF,23,17,[],13.5,,78
,8,1,0,NHL,33,3,6,1,35,3,1,0,1,1976-77,ATF,4,4,[],11.4,,24
,54,0,0,WHA,33,0,20,7,177,27,7,0,0,1976-77,EDO,34,20,[],19.2,,48
,69,0,1,WHA,34,0,34,9,224,32,8,0,0,1977-78,EDO,41,28,[],18.3,,74
,64,0,0,WHA,35,0,14,26,170,19,9,0,0,1978-79,EDO,28,36,[],16.5,,73
,7,0,0,NHL,36,2,2,-17,26,4,1,0,0,1979-80,EDM,5,2,[],19.2,,20
