year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1944-45,16,11,4,3,0,OHA-Jr.,20,Toronto Young Rangers,14
1945-46,17,9,0,13,0,OHA-Jr.,25,Toronto Young Rangers,22
1945-46,17,4,2,4,0,TIHL,12,Toronto Maher Jewels,8
1946-47,18,11,5,8,0,OHA-Jr.,14,Toronto Young Rangers,19
1947-48,19,22,23,26,0,OHA-Jr.,36,Galt Rockets,48
1948-49,20,19,13,20,0,AHL,68,Philadelphia Rockets,39
1949-50,21,21,6,28,0,AHL,70,Springfield Indians,49
1950-51,22,30,8,28,0,AHL,64,Springfield Indians,58
1951-52,23,25,4,23,0,AHL,56,Syracuse Warriors,48
1952-53,24,34,2,30,0,AHL,63,Syracuse Warriors,64
1953-54,25,31,4,12,0,AHL,51,Syracuse Warriors,43
1954-55,26,23,14,27,0,AHL,64,Springfield Indians,50
1955-56,27,32,16,39,0,AHL,63,Springfield Indians,71
1956-57,28,23,8,28,0,AHL,60,Springfield Indians,51
1957-58,29,20,6,28,0,AHL,68,Springfield Indians,48
1958-59,30,21,26,60,0,AHL,70,Springfield Indians,81
1959-60,31,31,10,36,0,AHL,69,Springfield Indians,67
1960-61,32,34,19,37,0,AHL,71,Springfield Indians,71
1961-62,33,24,12,34,0,WHL,66,San Francisco Seals,58
1962-63,34,13,4,22,0,AHL,53,Providence Reds,35
1963-64,35,10,4,20,0,AHL,62,Baltimore Clippers,30
1964-65,36,8,12,11,0,AHL,72,Baltimore Clippers,19
1965-66,37,1,6,4,0,AHL,47,Baltimore Clippers,5
1967-68,39,15,4,23,0,IHL,36,Muskegon Mohawks,38
1969-70,41,1,0,1,0,OHA-Sr.,4,Barrie Flyers,2
