even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,0,PHI,0,0,20,0,,NHL,0,1,,1987-88,2,0.0,,0,0,0
0,0,QUE,0,0,25,0,,NHL,0,4,,1992-93,3,0.0,,0,0,-2
0,0,PHI,0,2,28,0,,NHL,0,8,,1995-96,6,0.0,,0,0,0
