shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0.0,1986-87,2,0,,0,3,0,0,5,0,PHI,0,19,0,NHL,0,,9,0,[],0
7.1,1987-88,34,10,,0,84,7,3,-11,17,PHI,6,20,2,NHL,0,,52,23,[],3
0.0,1988-89,31,4,,0,23,7,0,0,11,PHI,0,21,0,NHL,0,,29,11,[],0
1.4,1989-90,34,2,,0,70,10,1,-3,12,PHI,1,22,0,NHL,0,,43,13,[],0
7.1,1990-91,10,1,,0,14,1,1,1,2,PHI,1,23,1,NHL,0,,10,3,[],0
11.4,1991-92,41,10,,1,123,7,10,1,18,PHI,14,24,2,NHL,0,,60,32,[],4
4.7,1992-93,54,10,,0,86,8,1,0,18,QUE,4,25,0,NHL,0,,52,22,[],3
3.6,1993-94,40,8,,0,112,6,1,-28,14,TOT,4,26,0,NHL,1,,62,18,[],2
0.0,1993-94,28,4,,0,44,2,0,2,6,QUE,0,26,0,NHL,0,,28,6,[],0
5.9,1993-94,12,4,,0,68,4,1,-30,8,OTT,4,26,0,NHL,1,,34,12,[],2
2.9,1994-95,46,3,,0,68,1,0,-17,4,OTT,2,27,0,NHL,0,,37,6,[],2
5.5,1995-96,69,3,,0,91,9,2,-18,12,TOT,5,28,1,NHL,0,,47,17,[],3
4.5,1995-96,63,3,,0,88,8,1,-18,11,OTT,4,28,0,NHL,0,,43,15,[],3
33.3,1995-96,6,0,,0,3,1,1,0,1,PHI,1,28,1,NHL,0,,4,2,[],0
