bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,3.00,0,0,NHL,0,21,0,0,0,0,0,0,6,0,1961-62,TOR,1,0.3,0,0,1,2,120
0,0,[],0,6.00,0,0,NHL,0,25,0,0,0,0,0,0,34,0,1965-66,BOS,4,-0.7,0,1,0,7,340
0,1,[],0,3.33,0,0,NHL,0,26,0,0,12,0,0,0,72,0,1966-67,BOS,10,2.8,0,6,5,22,1298
0,3,[],2,2.83,0,0,NHL,0,27,0,0,8,0,0,0,125,0,1967-68,BOS,17,6.9,2,5,23,47,2646
0,3,[],0,2.80,0,0,NHL,0,28,0,0,14,0,0,0,145,0,1968-69,BOS,12,9.3,0,12,28,52,3112
0,4,[],0,2.72,0,0,NHL,0,29,0,0,4,0,0,0,108,0,1969-70,BOS,8,7.2,0,8,24,41,2384
0,3,[],0,2.72,0,0,NHL,0,30,0,0,4,0,0,0,109,0,1970-71,BOS,8,7.9,0,5,27,40,2400
0,2,[],2,2.50,0,0,NHL,0,31,0,0,25,0,0,0,101,0,1971-72,BOS,5,8.5,2,8,27,41,2420
0,0,"[{'link': '/awards/wha_all_star.html#1973', 'name': None}, {'link': '/awards/hatskin.html#1973', 'name': None}]",1,0,36.98,1695,WHA,0,32,0,1546,30,0,0,80,149,.912,1972-73,CLC,0,0,1,0,0,52,3144
0,0,"[{'link': '/awards/wha_all_star.html#1974', 'name': 'ASW-2'}]",0,3.03,29.24,1911,WHA,0,33,0,1731,30,0,0,86,180,.906,1973-74,CLC,0,0,0,0,0,0,3562
0,0,"[{'link': '/awards/wha_all_star.html#1975', 'name': 'ASW-2'}]",1,3.26,26.18,1763,WHA,0,34,0,1596,59,0,0,86,167,.905,1974-75,CLC,0,0,1,0,0,52,3076
0,1,[],0,3.63,0.56,834,WHA,0,35,0,739,15,0,0,99,95,.886,1975-76,CLC,0,0,0,0,0,28,1570
0,1,[],0,2.73,0,0,NHL,0,35,0,0,2,0,0,0,41,0,1975-76,BOS,2,3.3,0,5,8,15,900
0,3,"[{'link': '/awards/voting-1977.html#AS', 'name': 'AS-5'}]",4,3.04,0,0,NHL,0,36,0,0,46,0,0,0,137,0,1976-77,BOS,10,8.3,4,5,30,45,2700
0,1,[],1,2.65,0,0,NHL,0,37,0,0,14,0,0,0,48,0,1977-78,BOS,5,3.9,1,2,10,21,1086
0,1,"[{'link': '/awards/voting-1979.html#AS', 'name': 'AS-6'}]",2,3.16,0,0,NHL,0,38,0,0,23,0,0,0,132,0,1978-79,BOS,9,7.9,2,10,23,43,2509
0,4,"[{'link': '/awards/voting-1980.html#AS', 'name': 'AS-7'}]",0,2.81,0,0,NHL,0,39,0,0,62,0,0,0,116,0,1979-80,BOS,11,8.9,0,7,24,42,2479
