goals_allowed_precentage,goalie_point_share,goals_saved_aboved_average,bad_start,year,awards,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,1.0,0,0,1980-81,[],8,220,1,0,0,0,0,1,STL,0,0,0,2.18,25,NHL,0,0,4,1,2,1
0,1.4,0,0,1981-82,[],44,613,0,0,0,0,0,0,TOT,1,0,0,4.31,26,NHL,0,0,12,0,4,6
0,0.7,0,0,1981-82,[],35,433,0,0,0,0,0,0,STL,0,0,0,4.85,26,NHL,0,0,9,0,2,5
0,0.7,0,0,1981-82,[],9,180,0,0,0,0,0,0,VAN,1,0,0,3.00,26,NHL,0,0,3,0,2,1
0,0.7,0,0,1982-83,[],24,335,1,2,0,0,0,0,STL,1,0,0,4.30,27,NHL,0,0,9,0,1,5
117,2.0,-11.81,0,1983-84,[],80,1118,3,4,0,459,539,0,STL,0,0,0,4.29,28,NHL,.852,0,22,0,7,7
0,0.2,0,0,1984-85,[],3,70,0,0,0,23,26,0,STL,0,0,0,2.57,29,NHL,.885,0,2,0,0,0
