goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1978-79,18,281,0,0,0,0,0,0,Port Huron Flags,1,0,0,3.84,23,IHL,0,0,6,0,0,0
0,0,0,1979-80,16,324,0,0,0,0,0,0,Salt Lake Golden Eagles,0,0,0,2.96,24,CHL,0,0,5,0,1,3
0,0,0,1980-81,39,859,0,0,0,0,0,0,Salt Lake Golden Eagles,0,0,0,2.72,25,CHL,0,0,14,0,10,4
0,0,0,1984-85,31,607,0,0,0,0,0,0,Peoria Rivermen,1,0,0,3.06,29,IHL,0,0,10,0,6,4
0,0,0,1985-86,26,299,0,0,0,0,0,0,Salt Lake Golden Eagles,0,0,0,5.22,30,IHL,0,0,5,0,1,4
0,0,0,1986-87,57,912,0,0,0,0,0,0,Salt Lake Golden Eagles,0,0,0,3.75,31,IHL,0,0,16,0,12,4
