assists,team,goals,year,games_played,points,pim,age,plus_minus,league
7,Detroit Compuware,9,1998-99,32,16,0,15,0,MNHL
7,U.S. National Team Development Program,5,1999-00,30,12,10,16,0,USHL
10,U.S. National Team Development Program,7,1999-00,30,17,8,16,0,NAHL
36,U.S. National Team Development Program,9,2000-01,42,45,20,17,0,U-18
7,U.S. National Team Development Program,12,2000-01,24,19,8,17,0,USHL
1,U.S. National Team Development Program,0,2000-01,1,1,2,17,0,NAHL
5,United States,3,2000-01,8,8,0,17,4,WJ18-A
8,University of Michigan,10,2001-02,39,18,10,18,0,CCHA
0,United States,1,2001-02,7,1,2,18,-2,WJC-A
16,University of Michigan,17,2002-03,39,33,34,19,0,CCHA
3,United States,1,2002-03,7,4,2,19,3,WJC-A
11,University of Michigan,17,2003-04,41,28,4,20,0,CCHA
7,Hartford Wolf Pack,2,2004-05,41,9,10,21,-4,AHL
16,Charlotte Checkers,5,2004-05,28,21,10,21,9,ECHL
24,Hartford Wolf Pack,32,2005-06,77,56,40,22,23,AHL
24,Hartford Wolf Pack,15,2006-07,80,39,32,23,3,AHL
25,JYP Jyvaskyla,20,2007-08,52,45,10,24,0,Finland
15,Albany River Rats,15,2008-09,54,30,26,25,-7,AHL
10,Worcester Sharks,12,2009-10,74,22,16,26,-20,AHL
16,Pelicans Lahti,12,2010-11,60,28,40,27,0,Finland
14,Pirati Chomutov,4,2011-12,24,18,6,28,8,CzRep-2
11,Kalamazoo Wings,7,2011-12,20,18,6,28,-4,ECHL
1,Kalamazoo Wings,0,2012-13,3,1,2,29,0,ECHL
