assists,year,games_played,points,goals,team,age,pim,plus_minus,league
2,2003-04,5,3,1,Kitchener Rangers,16,4,0,OHL
26,2004-05,62,50,24,Kitchener Rangers,17,78,0,OHL
22,2005-06,59,44,22,Kitchener Rangers,18,113,0,OHL
20,2006-07,54,40,20,Kitchener Rangers,19,121,0,OHL
22,2007-08,62,54,32,Kitchener Rangers,20,173,26,OHL
14,2008-09,68,28,14,Rochester Americans,21,147,-19,AHL
10,2009-10,59,19,9,Rochester Americans,22,111,-4,AHL
11,2010-11,67,31,20,Rochester Americans,23,126,-16,AHL
13,2011-12,56,24,11,Chicago Wolves,24,59,-7,AHL
2,2012-13,15,6,4,EC Red Bull Salzburg,25,7,10,Austria
