assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Las Vegas Thunder,0,1993-94,1,0,0,22,0,IHL
0,Chicago Wolves,2,1996-97,4,2,4,25,0,IHL
0,Manitoba Moose,0,1997-98,3,0,2,26,0,IHL
5,Manitoba Moose,0,1998-99,5,5,4,27,0,IHL
1,Manitoba Moose,0,1999-00,2,1,2,28,0,IHL
9,Manitoba Moose,1,2000-01,13,10,12,29,0,IHL
1,HC Geneve-Servette,0,2002-03,6,1,8,31,0,Swiss
4,HC Geneve-Servette,1,2003-04,12,5,10,32,0,Swiss
0,EV Zug,1,2004-05,1,1,2,33,0,Swiss
8,HC Davos,4,2005-06,15,12,16,34,0,Swiss
3,Lokomotiv Yaroslavl,1,2006-07,7,4,0,35,0,Russia
4,EHC Basel,0,2007-08,9,4,10,36,0,Swiss
