assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,Richfield Spartans,3,1987-88,24,6,0,16,0,High-MN
15,Richfield Spartans,8,1988-89,24,23,70,17,0,High-MN
6,U. of Minnesota-Duluth,2,1989-90,37,8,44,18,0,WCHA
7,U. of Minnesota-Duluth,1,1990-91,30,8,54,19,0,WCHA
14,U. of Minnesota-Duluth,8,1991-92,33,22,40,20,0,WCHA
46,U. of Minnesota-Duluth,10,1992-93,40,56,52,21,0,WCHA
0,United States,0,1992-93,6,0,8,21,0,WC-A
14,United States,6,1993-94,57,20,88,22,0,Nat-Tm
0,United States,0,1993-94,8,0,10,22,0,Olympics
7,Las Vegas Thunder,0,1993-94,21,7,8,22,0,IHL
3,AIK Solna,1,1994-95,37,4,38,23,0,Sweden
2,United States,2,1994-95,6,4,4,23,0,WC-A
5,Cape Breton Oilers,3,1995-96,17,8,29,24,0,AHL
30,Chicago Wolves,10,1996-97,81,40,50,25,0,IHL
48,Manitoba Moose,13,1997-98,82,61,58,26,13,IHL
56,Manitoba Moose,15,1998-99,81,71,66,27,17,IHL
47,Manitoba Moose,13,1999-00,77,60,92,28,2,IHL
42,Manitoba Moose,17,2000-01,82,59,52,29,-15,IHL
32,2 Teams,8,2001-02,77,40,52,30,-15,AHL
11,Manchester Monarchs,2,2001-02,29,13,38,30,-11,AHL
21,Milwaukee Admirals,6,2001-02,48,27,14,30,-4,AHL
16,HC Geneve-Servette,10,2002-03,44,26,24,31,0,Swiss
1,United States,1,2002-03,6,2,2,31,-2,WC-A
25,HC Geneve-Servette,7,2003-04,48,32,42,32,0,Swiss
0,United States,0,2003-04,9,0,6,32,3,WC-A
15,EV Zug,3,2004-05,29,18,8,33,0,Swiss
4,United States,2,2004-05,7,6,4,33,0,WC-A
22,HC Davos,13,2005-06,41,35,54,34,0,Swiss
6,Lokomotiv Yaroslavl,4,2006-07,44,10,60,35,0,Russia
20,EHC Basel,5,2007-08,46,25,74,36,0,Swiss
