year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1906-07,17,1,0,0,0,UOVHL,1,Pembroke Lumber Kings,1
1907-08,18,15,0,0,0,OCHL,8,Ottawa Primrose,15
1908-09,19,5,0,0,0,WPHL,8,Pittsburgh Bankers,5
1908-09,19,4,4,0,0,OPHL,7,Toronto Professionals,4
1908-09,19,6,7,0,0,TPHL,5,Haileybury Hockey Club,6
1909-10,20,3,21,0,0,NHA,11,Haileybury Comets,3
1910-11,21,3,9,0,0,NHA,5,Renfrew Hockey Club,3
1911-12,22,35,5,0,0,NHA,18,Ottawa Senators,35
1911-12,22,2,0,0,0,Exhib.,3,NHA All-Stars,2
1912-13,23,18,39,0,0,NHA,20,Ottawa Senators,18
1913-14,24,18,65,5,0,NHA,19,Ottawa Senators,23
1914-15,25,21,55,4,0,NHA,18,Toronto Shamrocks,25
1915-16,26,6,22,7,0,NHA,17,2 Teams,13
1915-16,26,0,8,3,0,NHA,9,Toronto Blueshirts,3
1915-16,26,6,14,4,0,NHA,8,Montreal Canadiens,10
