pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Copper Cliff Jr. Redmen,3,0,5,NOJHA,8,1945-46,17,2
10,Copper Cliff Jr. Redmen,6,0,16,NOJHA,9,1946-47,18,10
8,Hershey Bears,3,0,6,AHL,21,1947-48,19,3
10,Boston Olympics,5,0,13,EAHL,8,1947-48,19,8
31,Boston Olympics,14,0,25,QSHL,22,1947-48,19,11
18,Hershey Bears,25,0,40,AHL,58,1948-49,20,15
8,Hershey Bears,10,0,17,AHL,23,1949-50,21,7
28,Hershey Bears,42,0,61,AHL,57,1950-51,22,19
27,Hershey Bears,37,0,55,AHL,64,1951-52,23,18
24,Hershey Bears,43,0,64,AHL,63,1952-53,24,21
49,Victoria Cougars,39,0,63,WHL,68,1953-54,25,24
27,Buffalo Bisons,31,0,44,AHL,53,1954-55,26,13
37,Buffalo Bisons,17,0,31,AHL,61,1955-56,27,14
40,Buffalo Bisons,29,0,67,AHL,62,1956-57,28,38
39,Buffalo Bisons,34,0,53,AHL,70,1957-58,29,19
0,Sudbury Wolves,15,0,28,NOHA,19,1958-59,30,13
39,Sudbury Wolves,56,0,101,EPHL,67,1959-60,31,45
99,Sudbury Wolves,50,0,87,EPHL,65,1960-61,32,37
41,Sudbury Wolves,22,0,34,EPHL,35,1961-62,33,12
