pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Copper Cliff Jr. Redmen,2,0,9,NOJHA,3,1945-46,17,7
8,Copper Cliff Jr. Redmen,7,0,14,NOJHA,5,1946-47,18,7
4,Timmins Combines,0,0,1,M-Cup,3,1946-47,18,1
4,Hershey Bears,4,0,7,AHL,11,1948-49,20,3
0,Hershey Bears,4,0,6,AHL,6,1950-51,22,2
13,Hershey Bears,0,0,2,AHL,5,1951-52,23,2
2,Hershey Bears,1,0,3,AHL,3,1952-53,24,2
2,Victoria Cougars,1,0,2,WHL,5,1953-54,25,1
6,Buffalo Bisons,8,0,12,AHL,10,1954-55,26,4
0,Buffalo Bisons,1,0,2,AHL,2,1955-56,27,1
4,Sudbury Wolves,0,0,4,NOHA,5,1958-59,30,4
23,Sudbury Wolves,7,0,14,EPHL,14,1959-60,31,7
2,Sudbury Wolves,7,0,8,EPHL,6,1961-62,33,1
