shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
351,0,0,318,723,12,0,2004-05,0,8,2.74,QMJHL,0,33,0,0,4,0,.906,18,0,1,0,0,Halifax Mooseheads
0,0,0,0,626,11,0,2005-06,0,5,3.26,QMJHL,0,34,0,0,6,0,0,19,0,1,0,0,Halifax Mooseheads
0,0,0,0,1157,18,0,2006-07,0,11,2.90,QMJHL,0,56,0,0,7,0,0,20,0,0,0,0,Val-d\'Or Foreurs
