power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,4,1,0,NHL,1981-82,22,0,WIN,,1,2,-8,0,16,,,0.0,0
0,3,0,0,NHL,1982-83,23,0,WIN,,0,0,-3,0,4,,,0.0,0
1,8,9,0,NHL,1983-84,24,5,WSH,,4,5,-1,0,15,,,0,4
0,5,2,0,NHL,1984-85,25,1,WSH,,1,0,0,0,9,,,11.1,1
1,9,8,0,NHL,1985-86,26,4,WSH,,4,0,1,0,26,,,15.4,3
0,7,4,1,NHL,1986-87,27,1,WSH,,3,6,1,0,21,,,4.8,1
1,14,11,0,NHL,1987-88,28,5,WSH,,6,6,9,0,40,,,12.5,4
1,6,2,0,NHL,1988-89,29,1,WSH,,1,0,-3,0,21,,,4.8,0
1,21,5,0,NHL,1989-90,30,4,BOS,,1,4,-6,0,37,,,10.8,3
0,19,12,2,NHL,1990-91,31,8,BOS,,4,4,-2,0,39,,,20.5,8
0,4,3,0,NHL,1991-92,32,3,STL,,0,0,-1,0,4,,,75.0,3
0,1,0,0,NHL,1992-93,33,0,CHI,,0,0,0,0,1,,,0.0,0
0,1,0,0,NHL,1993-94,34,0,CHI,,0,0,0,0,0,,,0,0
