age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0,0,0,0,NHL,4,0,1978-79,0,0,0,,0,4,,BOS,0
21,,0.0,0,3,5,NHL,10,0,1979-80,0,19,0,,0,65,,BOS,3
22,,44.4,4,0,2,NHL,3,0,1980-81,0,9,4,,0,14,,CBH,4
23,,6.1,0,5,0,NHL,15,0,1981-82,1,33,2,,2,61,,CBH,7
24,,22.2,3,7,3,NHL,12,0,1982-83,0,18,4,,1,66,,CBH,11
25,,25.0,3,4,1,NHL,5,0,1983-84,1,12,3,,0,28,,CBH,7
26,,21.2,6,9,-2,NHL,15,0,1984-85,1,33,7,,1,42,,CBH,16
27,,0.0,0,2,-1,NHL,2,0,1985-86,0,2,0,,0,26,,CBH,2
28,,0.0,0,0,-2,NHL,4,0,1986-87,0,5,0,,0,21,,CHI,0
29,,20.0,1,0,-1,NHL,6,0,1987-88,0,5,1,,0,16,,TOR,1
30,,0.0,0,4,2,NHL,14,0,1988-89,0,8,0,,0,31,,PHI,4
31,,0.0,0,0,-2,NHL,12,0,1989-90,0,6,0,,0,8,,CHI,0
