assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1985-86,6,1,0,Oshawa Generals,17,0,0,OHL
2,1986-87,15,5,3,Oshawa Generals,18,5,0,OHL
1,1986-87,3,2,1,Oshawa Generals,18,0,0,M-Cup
3,1987-88,4,5,2,Oshawa Generals,19,0,0,OHL
5,1988-89,11,8,3,Muskegon Lumberjacks,20,11,0,IHL
1,1989-90,6,2,1,Muskegon Lumberjacks,21,7,0,IHL
3,1990-91,5,4,1,Muskegon Lumberjacks,22,2,0,IHL
4,1991-92,10,9,5,Muskegon Lumberjacks,23,9,0,IHL
0,1994-95,5,1,1,Detroit Vipers,26,0,0,IHL
0,1995-96,10,3,3,Springfield Falcons,27,2,0,AHL
3,1996-97,16,10,7,Springfield Falcons,28,4,0,AHL
1,1997-98,3,1,0,Beast of New Haven,29,0,0,AHL
1,1998-99,2,2,1,Milwaukee Admirals,30,0,0,IHL
