average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
11:06,0,0,0,0,0,NHL,21,0,0,0,-2,1,0,0,0,0,0,0,0,2002-03,ATL,0,0,0,0,0.0,22,2,[]
6:58,0,1,0,0,0,NHL,22,1,0,0,0,1,0,0,0,0,0,0,0,2003-04,ATL,0,0,1,0,0.0,21,3,[]
19:13,0,28,2,0,0,NHL,24,6,0,60,-3,124,0,4,0,6,0,12,0,2005-06,MIN,10,0,18,0,8.1,1115,58,[]
17:59,0,23,0,0,0,NHL,25,7,0,52,-3,135,0,3,0,0,0,13,0,2006-07,MIN,3,0,20,0,2.2,1025,57,[]
16:24,234,19,2,0,39,NHL,26,5,2,37,0,118,66.7,4,1,3,0,7,11,2007-08,MIN,7,60,12,21,5.9,919,56,[]
13:35,31,6,0,0,8,NHL,27,3,0,6,7,10,0,1,0,0,0,2,0,2008-09,MIN,1,8,5,4,10.0,136,10,[]
17:11,335,42,1,0,68,NHL,28,11,0,48,-5,165,0,5,0,3,0,23,14,2009-10,TBL,8,59,34,28,4.8,1220,71,[]
17:40,364,22,0,0,76,NHL,29,5,0,45,-12,182,0,3,0,5,0,9,18,2010-11,EDM,8,89,14,37,4.4,1307,74,[]
15:54,155,14,0,0,33,NHL,30,1,0,35,-13,85,0,2,0,2,0,9,4,2011-12,TOT,4,45,10,16,4.7,811,51,[]
15:07,27,2,0,0,5,NHL,30,0,0,8,-5,16,0,1,0,0,0,1,0,2011-12,ANA,1,16,1,4,6.3,136,9,[]
17:09,100,12,0,0,16,NHL,30,1,0,23,-9,54,0,1,0,2,0,8,0,2011-12,NJD,3,19,9,10,5.6,480,28,[]
13:52,28,0,0,0,12,NHL,30,0,0,4,1,15,0,0,0,0,0,0,4,2011-12,MIN,0,10,0,2,0.0,194,14,[]
13:05,52,5,0,0,16,NHL,31,4,0,25,0,21,0,0,0,1,0,0,3,2012-13,PHI,1,16,4,3,4.8,301,23,[]
