power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,0,8,1,NHL,1980-81,21,1,MNS,,7,9,-4,0,25,,,4.0,1
0,4,2,0,NHL,1981-82,22,0,MNS,,2,0,-1,0,11,,,0.0,0
1,9,7,0,NHL,1982-83,23,1,MNS,,6,10,-4,0,17,,,5.9,0
2,16,10,1,NHL,1983-84,24,5,MNS,,5,4,-5,0,40,,,12.5,3
0,9,7,0,NHL,1984-85,25,2,MNS,,5,10,-7,0,25,,,8.0,2
1,5,5,0,NHL,1985-86,26,3,MNS,,2,2,-5,0,16,,,18.8,2
1,5,4,0,NHL,1988-89,29,2,MNS,,2,4,-3,1,14,,,14.3,0
1,7,4,0,NHL,1989-90,30,2,MNS,,2,18,2,0,13,,,15.4,1
2,23,22,0,NHL,1990-91,31,9,MNS,,13,6,2,1,55,,,16.4,6
0,7,6,0,NHL,1991-92,32,1,MNS,,5,2,3,0,12,,,8.3,1
0,9,3,1,NHL,1993-94,34,2,DAL,,1,6,1,0,23,,,8.7,2
1,0,19,0,NHL,1994-95,35,7,NJD,,12,6,13,0,47,,SC,14.9,6
0,2,1,0,NHL,1996-97,37,0,DAL,,1,0,0,0,3,,,0.0,0
