pim,team,assists,plus_minus,points,league,games_played,year,age,goals
6,Ste-Foy Gouverneurs,1,0,1,QAAA,45,1981-82,15,0
16,Ste-Foy Gouverneurs,9,0,12,QAAA,45,1982-83,16,3
60,St-Jean Castors,16,0,18,QMJHL,57,1983-84,17,2
250,St-Jean Castors,32,0,42,QMJHL,67,1984-85,18,10
185,St-Jean Castors,38,0,43,QMJHL,66,1985-86,19,5
23,Flint Spirits,2,0,2,IHL,21,1986-87,20,0
28,Fredericton Express,8,0,10,AHL,44,1986-87,20,2
0,New Haven Nighthawks,10,0,10,AHL,69,1987-88,21,0
93,New Haven Nighthawks,9,0,9,AHL,55,1988-89,22,0
112,New Haven Nighthawks,12,0,15,AHL,59,1989-90,23,3
144,Binghamton Rangers,10,0,14,AHL,60,1990-91,24,4
90,2 Teams,8,0,11,AHL,50,1991-92,25,3
4,Moncton Hawks,2,0,2,AHL,3,1991-92,25,0
86,Binghamton Rangers,6,0,9,AHL,47,1991-92,25,3
6,Binghamton Rangers,0,0,0,AHL,3,1993-94,27,0
192,Richmond Renegades,16,0,19,ECHL,56,1993-94,27,3
55,Richmond Renegades,2,0,2,ECHL,10,1994-95,28,0
13,Rochester Americans,7,0,8,AHL,18,1994-95,28,1
245,Erie Panthers,13,0,17,ECHL,67,1995-96,29,4
176,Columbus Cottonmouths,15,0,22,CHL,66,1996-97,30,7
113,Columbus Cottonmouths,5,16,5,CHL,57,1997-98,31,0
23,New Haven Knights,1,0,1,UHL,7,2000-01,34,0
