pim,team,assists,plus_minus,points,league,games_played,year,age,goals
2,Ste-Foy Gouverneurs,1,0,2,QAAA,5,1982-83,16,1
6,St-Jean Castors,0,0,1,QMJHL,4,1983-84,17,1
19,St-Jean Castors,0,0,4,QMJHL,5,1984-85,18,4
56,St-Jean Castors,6,0,6,QMJHL,10,1985-86,19,0
23,New Haven Nighthawks,3,0,3,AHL,17,1988-89,22,0
14,Binghamton Rangers,1,0,1,AHL,10,1990-91,24,0
0,Binghamton Rangers,0,0,0,AHL,3,1991-92,25,0
18,Rochester Americans,2,0,2,AHL,5,1994-95,28,0
2,Columbus Cottonmouths,0,0,0,CHL,3,1996-97,30,0
10,Columbus Cottonmouths,1,0,1,CHL,13,1997-98,31,0
