goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,2000-01,83,1350,2,0,0,0,0,0,Kanata Valley Lasers,1,0,0,3.69,16,ON-Jr.A,0,0,25,0,10,10
0,0,0,2001-02,37,1170,1,0,0,0,0,0,U.S. National Team Development Program,4,0,0,1.90,17,U-18,0,0,19,0,15,4
0,0,0,2001-02,14,425,0,2,0,0,0,0,U.S. National Team Development Program,0,0,0,1.98,17,USHL,0,0,8,0,4,3
0,0,0,2001-02,25,381,0,0,0,0,0,0,U.S. National Team Development Program,0,0,0,3.94,17,NAHL,0,0,8,0,3,4
0,0,0,2001-02,8,360,0,0,0,0,0,0,United States,1,0,0,1.33,17,WJ18-A,0,0,6,0,0,0
0,0,0,2002-03,47,1151,0,2,0,0,0,1,University of Maine,3,0,0,2.45,18,H-East,0,0,21,1,14,6
0,0,0,2002-03,8,79,0,0,0,32,40,0,United States,0,0,0,6.08,18,WJC-A,.800,0,3,0,0,0
0,0,0,2003-04,27,1364,3,2,0,0,0,1,University of Maine,6,0,0,1.19,19,H-East,0,0,23,1,14,4
0,0,0,2004-05,74,2310,7,6,0,0,0,0,University of Maine,6,0,0,1.92,20,H-East,0,0,39,0,19,13
0,0,0,2005-06,92,2140,2,17,0,0,0,3,Grand Rapids Griffins,2,0,0,2.58,21,AHL,0,0,38,3,27,6
0,0,0,2006-07,125,2776,3,6,0,0,0,1,Grand Rapids Griffins,6,0,0,2.70,22,AHL,0,0,49,1,21,21
0,0,0,2007-08,146,3097,2,8,0,0,0,2,Grand Rapids Griffins,2,0,0,2.83,23,AHL,0,0,54,2,21,28
0,0,0,2008-09,112,2644,4,6,0,1215,1327,0,Grand Rapids Griffins,4,0,0,2.54,24,AHL,.916,0,45,0,21,18
0,0,0,2011-12,17,421,0,2,0,2,19,0,United States,1,0,0,2.42,27,WC-A,.105,0,7,0,5,2
0,0,0,2013-14,0,0,0,0,0,0,0,0,United States,0,0,0,0,29,Olympics,0,0,0,0,0,0
0,0,0,2016-17,0,0,0,0,0,0,0,0,Grand Rapids Griffins,0,0,0,0,32,AHL,0,0,0,0,0,0
