goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,2005-06,44,763,0,0,0,0,0,0,Grand Rapids Griffins,0,0,0,3.46,21,AHL,0,0,13,0,5,7
0,0,0,2006-07,14,434,0,0,0,0,0,0,Grand Rapids Griffins,0,0,0,1.94,22,AHL,0,0,7,0,3,4
0,0,0,2008-09,24,598,0,0,0,216,240,0,Grand Rapids Griffins,0,0,0,2.41,24,AHL,.900,0,10,0,4,6
