age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,7.1,0,1,-2,NHL,7,0,1993-94,0,14,1,,1,12,,DAL,2
21,,0.0,0,2,-3,NHL,5,0,1994-95,0,6,0,,0,4,,DAL,2
23,,0.0,0,1,-1,NHL,7,0,1996-97,0,8,0,,0,20,,DAL,1
24,,5.0,1,1,2,NHL,16,0,1997-98,0,20,1,,0,14,,DAL,2
25,SC,3.8,1,5,4,NHL,22,0,1998-99,0,26,1,22:40,0,20,499,DAL,6
26,,10.5,2,5,7,NHL,0,0,1999-00,0,19,2,25:51,0,14,595,DAL,7
27,,0.0,0,0,-2,NHL,10,0,2000-01,0,8,0,22:43,0,14,227,DAL,0
29,,0.0,0,3,1,NHL,12,0,2002-03,0,12,0,19:55,0,8,239,DAL,3
30,,0.0,0,1,-4,NHL,5,0,2003-04,0,5,0,22:15,0,8,111,DAL,1
32,,0.0,0,0,5,NHL,7,0,2005-06,0,1,0,16:41,0,4,117,NJD,0
33,,0,0,0,-4,NHL,9,0,2006-07,0,0,0,19:11,0,10,173,NJD,0
