pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Galt Red Wings,2,0,3,OHA-Jr.,5,1945-46,18,1
21,Galt Red Wings,2,0,8,OHA-Jr.,9,1946-47,19,6
0,Omaha Knights,0,0,0,USHL,3,1947-48,20,0
2,Indianapolis Capitols,0,0,0,AHL,2,1948-49,21,0
8,Indianapolis Capitols,4,0,9,AHL,8,1949-50,22,5
8,Indianapolis Capitols,1,0,1,AHL,3,1950-51,23,0
36,Cleveland Barons,2,0,4,AHL,11,1952-53,25,2
15,Cleveland Barons,6,0,14,AHL,9,1953-54,26,8
8,Cleveland Barons,1,0,5,AHL,4,1954-55,27,4
2,Cleveland Barons,9,0,11,AHL,8,1955-56,28,2
34,Cleveland Barons,8,0,14,AHL,12,1956-57,29,6
26,Cleveland Barons,2,0,6,AHL,7,1957-58,30,4
31,Cleveland Barons,2,0,5,AHL,7,1958-59,31,3
30,Cleveland Barons,3,0,7,AHL,7,1959-60,32,4
9,Cleveland Barons,2,0,3,AHL,4,1960-61,33,1
14,Cleveland Barons,4,0,6,AHL,6,1961-62,34,2
12,Cleveland Barons,4,0,7,AHL,6,1962-63,35,3
21,Cleveland Barons,4,0,7,AHL,9,1963-64,36,3
41,Cleveland Barons,3,0,3,AHL,12,1965-66,38,0
10,Cleveland Barons,1,0,2,AHL,5,1966-67,39,1
