game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,0,0,0,2,0,1978-79,0,0,0,0,,NHL,0,0,20,0,[],0,0,,NYR
0,-1,0,0,2,0,1979-80,0,0,0,0,,NHL,0,0,21,0,[],0,0,,NYR
0,-1,15,0,15,3,1980-81,3,0,1,0,,NHL,6.7,0,22,15,[],4,1,,NYR
0,10,40,0,56,16,1981-82,15,0,4,0,,NHL,10.0,1,23,64,[],20,4,,NYR
1,26,74,1,77,27,1982-83,26,0,5,0,,NHL,6.8,0,24,64,[],32,5,,TOT
1,17,33,1,39,12,1982-83,11,0,3,0,,NHL,9.1,0,24,39,[],15,3,,NYR
0,9,41,0,38,15,1982-83,15,0,2,0,,NHL,4.9,0,24,25,[],17,2,,STL
1,4,81,0,0,28,1983-84,26,0,4,0,,NHL,4.9,2,25,83,[],32,4,,TOT
1,3,51,0,55,12,1983-84,10,0,3,0,,NHL,5.9,2,25,58,[],15,3,,STL
0,1,30,0,25,16,1983-84,16,0,1,0,,NHL,3.3,0,25,25,[],17,1,,QUE
0,-2,14,0,25,7,1984-85,6,0,0,0,,NHL,0.0,1,26,35,[],7,0,,NYR
