power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,6,0,0,NHL,1997-98,22,0,BOS,,0,4,-1,0,3,,,0.0,0
0,12,0,0,NHL,1998-99,23,0,BOS,248,0,14,-1,0,10,,,0.0,0
0,6,1,0,NHL,2001-02,26,0,BOS,138,1,2,1,0,10,,,0.0,0
0,5,0,0,NHL,2002-03,27,0,BOS,102,0,4,-1,0,10,,,0.0,0
0,7,1,0,NHL,2003-04,28,0,BOS,133,1,4,-2,0,11,,,0.0,0
0,20,1,0,NHL,2007-08,32,0,PIT,386,1,12,2,0,16,39,,0.0,0
0,0,2,0,NHL,2008-09,33,0,PIT,466,2,6,8,0,17,33,SC,0.0,0
0,18,1,0,NHL,2009-10,34,0,MTL,358,1,20,-3,0,8,26,,0.0,0
0,7,0,0,NHL,2010-11,35,0,MTL,164,0,2,-1,0,4,7,,0.0,0
0,5,0,0,NHL,2011-12,36,0,NSH,76,0,0,2,0,3,9,,0.0,0
0,1,0,0,NHL,2013-14,38,0,PHI,12,0,0,-2,0,1,3,,0.0,0
