assists,year,games_played,points,goals,team,age,pim,plus_minus,league
2,1955-56,18,2,0,Barrie Flyers,17,32,0,OHA-Jr.
0,1956-57,3,0,0,Barrie Flyers,18,8,0,OHA-Jr.
0,1957-58,4,2,2,Barrie Flyers,19,12,0,OHA-Jr.
3,1958-59,11,4,1,Kitchener-Waterloo Dutchmen,20,36,0,OHA-Sr.
4,1959-60,8,6,2,Kitchener-Waterloo Dutchmen,21,4,0,OHA-Sr.
0,1960-61,4,0,0,Cleveland Barons,22,0,0,AHL
4,1960-61,9,4,0,Greensboro Generals,22,10,0,EHL
0,1961-62,6,0,0,Cleveland Barons,23,0,0,AHL
6,1965-66,9,6,0,Oklahoma City Blazers,27,6,0,CPHL
0,1966-67,5,1,1,Oklahoma City Blazers,28,8,0,CPHL
2,1967-68,5,2,0,Oklahoma City Blazers,29,25,0,CPHL
1,1968-69,7,1,0,Oklahoma City Blazers,30,21,0,CHL
