assists,year,games_played,points,goals,team,age,pim,plus_minus,league
7,1955-56,47,9,2,Barrie Flyers,17,82,0,OHA-Jr.
7,1956-57,52,13,6,Barrie Flyers,18,53,0,OHA-Jr.
20,1957-58,51,27,7,Barrie Flyers,19,171,0,OHA-Jr.
0,1958-59,3,0,0,Quebec Aces,20,0,0,QHL
13,1958-59,54,16,3,Kitchener-Waterloo Dutchmen,20,125,0,OHA-Sr.
11,1959-60,48,11,0,Kitchener-Waterloo Dutchmen,21,63,0,OHA-Sr.
0,1960-61,1,0,0,Cleveland Barons,22,0,0,AHL
37,1960-61,64,41,4,Greensboro Generals,22,106,0,EHL
6,1961-62,65,7,1,Cleveland Barons,23,53,0,AHL
8,1962-63,36,11,3,2 Teams,24,26,0,AHL
0,1962-63,3,0,0,Cleveland Barons,24,6,0,AHL
8,1962-63,33,11,3,Springfield Indians,24,20,0,AHL
10,1964-65,25,15,5,Welland Wildcats,26,33,0,OHA-Sr.
12,1965-66,58,13,1,Oklahoma City Blazers,27,88,0,CPHL
6,1966-67,41,6,0,Oklahoma City Blazers,28,83,0,CPHL
13,1967-68,57,16,3,Oklahoma City Blazers,29,128,0,CPHL
3,1968-69,28,4,1,Oklahoma City Blazers,30,63,0,CHL
4,1969-70,38,4,0,Oklahoma City Blazers,31,176,0,CHL
0,1970-71,1,0,0,Oklahoma City Blazers,32,0,0,CHL
5,1976-77,29,6,1,Oklahoma City Blazers,38,81,0,CHL
