pim,team,assists,plus_minus,points,league,games_played,year,age,goals
38,Western Michigan University,25,0,30,CCHA,41,1995-96,18,5
85,Western Michigan University,21,0,33,CCHA,32,1996-97,19,12
0,United States,1,0,2,WJC-A,6,1996-97,19,1
93,Western Michigan University,12,0,17,CCHA,32,1997-98,20,5
32,Springfield Falcons,15,0,20,AHL,50,1998-99,21,5
15,Hampton Roads Admirals,0,0,0,ECHL,5,1998-99,21,0
31,Lowell Lock Monsters,23,0,33,AHL,77,2000-01,23,10
30,Manchester Monarchs,37,6,50,AHL,80,2001-02,24,13
8,Manchester Monarchs,18,7,26,AHL,26,2002-03,25,8
2,United States,1,1,1,WC-A,6,2002-03,25,0
14,Chicago Wolves,7,7,14,AHL,23,2004-05,27,7
0,United States,0,-1,0,WC-A,7,2005-06,28,0
0,Chicago Wolves,4,1,5,AHL,10,2013-14,36,1
