pim,team,assists,plus_minus,points,league,games_played,year,age,goals
159,Thunder Bay Flyers,29,0,59,TBJHL,40,1982-83,18,30
21,Dixie Beehives,5,0,7,ON-Jr.A,4,1983-84,19,2
161,2 Teams,31,0,43,OHL,63,1983-84,19,12
87,Kitchener Rangers,6,0,8,OHL,28,1983-84,19,2
74,Windsor Spitfires,25,0,35,OHL,35,1983-84,19,10
259,Windsor Spitfires,48,0,74,OHL,58,1984-85,20,26
349,Moncton Golden Flames,36,0,54,AHL,80,1985-86,21,18
280,Moncton Golden Flames,34,0,51,AHL,77,1986-87,22,17
221,Salt Lake Golden Eagles,27,0,43,IHL,39,1987-88,23,16
211,Milwaukee Admirals,14,0,30,IHL,40,1988-89,24,16
230,Milwaukee Admirals,30,0,49,IHL,56,1989-90,25,19
220,Milwaukee Admirals,45,0,62,IHL,69,1990-91,26,17
