pim,team,assists,plus_minus,points,league,games_played,year,age,goals
28,Dukla Trencin Jr.,22,0,59,Slovak-Jr.,36,1997-98,15,37
0,Dukla Trencin,0,0,1,Slovakia,1,1997-98,15,1
6,Dukla Trencin,9,0,20,Slovakia,33,1998-99,16,11
2,Slovakia,0,0,3,WJC-A,6,1998-99,16,3
2,Slovakia,8,0,11,WJ18-A,7,1998-99,16,3
34,Dukla Trencin,21,0,46,Slovakia,50,1999-00,17,25
0,Slovakia,1,0,4,WJC-A,7,1999-00,17,3
12,Slovakia,2,3,8,WJ18-A,6,1999-00,17,6
0,Slovakia,1,1,3,WC-A,7,2000-01,18,2
10,Dukla Trencin,3,0,13,Slovakia,9,2003-04,21,10
4,Slovakia,2,5,6,WC-A,9,2003-04,21,4
10,Trencin Dukla,3,9,13,Slovak,9,2003-04,21,10
2,Slovakia,0,-2,1,W-Cup,4,2004-05,22,1
46,Dukla Trencin,27,0,52,Slovakia,29,2004-05,22,25
45,Farjestads BK Karlstad,4,0,10,Sweden,12,2004-05,22,6
6,Slovakia,1,3,4,WC-A,7,2004-05,22,3
45,Farjestads BK Karlstad,4,8,10,SEL,12,2004-05,22,6
46,Trencin Dukla,27,43,52,Slovak,29,2004-05,22,25
4,Slovakia,4,6,7,Olympics,6,2005-06,23,3
14,Slovakia,6,0,11,WC-A,6,2006-07,24,5
6,Slovakia,1,-3,5,Olympics,7,2009-10,27,4
0,Slovakia,1,-2,3,WC-A,6,2010-11,28,2
8,Slovakia (all),2,0,6,Internationa,7,2014-15,32,4
8,Slovakia,2,0,6,WC,7,2014-15,32,4
2,Team Europe,0,2,2,WCup,4,2016-17,34,2
