year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,17,0,5,0,0,QMJHL,2,Verdun College Francais,0
1994-95,19,4,25,13,0,QMJHL,19,Hull Olympiques,17
1995-96,20,11,8,18,0,QMJHL,17,Hull Olympiques,29
1996-97,21,9,22,10,0,ECHL,9,Peoria Rivermen,19
1997-98,22,0,2,0,0,ECHL,3,Peoria Rivermen,0
1998-99,23,1,0,0,0,IHL,3,Kansas City Blades,1
1999-00,24,0,4,1,0,AHL,3,Springfield Falcons,1
2002-03,27,7,22,9,-3,AHL,23,Houston Aeros,16
2003-04,28,4,14,4,0,Swiss,7,HC Ambri-Piotta,8
2005-06,30,4,12,4,0,Swiss,7,HC Ambri-Piotta,8
2006-07,31,5,12,4,0,Swiss,7,HC Ambri-Piotta,9
2008-09,33,0,0,1,0,Swiss,3,ZSC Lions Zurich,1
