pim,team,assists,plus_minus,points,league,games_played,year,age,goals
29,King City Dukes,33,0,56,ON-Jr.B,25,1984-85,16,23
35,Windsor Spitfires,37,0,64,OHL,62,1985-86,17,27
70,Windsor Spitfires,55,0,100,OHL,66,1986-87,18,45
107,Windsor Spitfires,32,0,60,OHL,37,1987-88,19,28
4,Canada,0,0,5,WJC-A,7,1987-88,19,5
28,Adirondack Red Wings,11,0,21,AHL,14,1988-89,20,10
8,Canada,3,0,6,WC-A,8,1992-93,24,3
2,Canada,1,0,1,W-Cup,7,1996-97,28,0
8,Canada,2,0,7,WC-A,10,1998-99,30,5
