assists,team,goals,year,games_played,points,pim,age,plus_minus,league
30,Granby Bisons,15,1968-69,51,45,0,21,0,Que-Sr.
20,Syracuse Blazers,15,1970-71,65,35,62,23,0,EHL
9,Providence Reds,3,1971-72,54,12,26,24,0,AHL
4,Toledo Hornets,7,1972-73,22,11,20,25,0,IHL
14,Providence Reds,9,1972-73,55,23,22,25,0,AHL
20,2 Teams,9,1973-74,76,29,36,26,0,AHL
17,Baltimore Clippers,7,1973-74,62,24,30,26,0,AHL
3,Virginia Wings,2,1973-74,14,5,6,26,0,AHL
1,Virginia Wings,1,1974-75,25,2,26,27,0,AHL
9,Springfield Indians,5,1975-76,29,14,24,28,0,AHL
16,Beauce Jaros,6,1976-77,22,22,10,29,0,NAPro
