shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
0.0,22,2013-14,2,0,114,0,1,26,13,0,0,-5,0,SJS,0,3,38.9,22,0,NHL,0,3,10:19,24,11,14,0,[],0
9.1,37,2014-15,0,0,136,0,1,22,11,0,1,-2,0,TOT,1,2,38.3,23,1,NHL,0,3,7:35,22,18,23,1,[],0
0,1,2014-15,0,0,8,0,0,0,0,0,0,-1,0,SJS,0,0,0.0,23,0,NHL,0,0,8:27,0,1,0,0,[],0
9.1,36,2014-15,0,0,128,0,1,22,11,0,1,-1,0,COL,1,2,39.0,23,1,NHL,0,3,7:32,22,17,23,1,[],0
14.3,9,2015-16,0,1,51,0,2,10,7,0,0,1,1,CGY,1,1,57.1,24,0,NHL,1,2,12:42,8,4,12,2,[],0
6.7,51,2016-17,8,0,254,0,2,51,30,0,2,-3,0,CGY,2,3,59.5,25,1,NHL,0,1,9:47,46,26,75,2,[],0
